Date,Open,High,Low,Close,Adj Close,Volume
2015-08-03,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-04,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-05,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-06,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,10324
2015-08-07,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-10,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-11,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-12,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-13,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-14,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0.019370999187231064,0
2015-08-17,0.014527999795973301,0.014527999795973301,0.014527999795973301,0.014527999795973301,0.014527999795973301,21030
2015-08-18,0.014527999795973301,0.014527999795973301,0.014527999795973301,0.014527999795973301,0.014527999795973301,0
2015-08-19,0.014527999795973301,0.014527999795973301,0.014527999795973301,0.014527999795973301,0.014527999795973301,0
2015-08-20,0.014527999795973301,0.014527999795973301,0.013559999875724316,0.013559999875724316,0.013559999875724316,41297
2015-08-21,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0
2015-08-24,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0
2015-08-25,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0
2015-08-26,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0
2015-08-27,0.014527999795973301,0.014527999795973301,0.013559999875724316,0.013559999875724316,0.013559999875724316,20648
2015-08-28,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0.013559999875724316,0
2015-08-31,0.016465000808238983,0.016465000808238983,0.012590999715030193,0.012590999715030193,0.012590999715030193,61946
2015-09-01,0.012590999715030193,0.012590999715030193,0.012590999715030193,0.012590999715030193,0.012590999715030193,0
