,date,value_og
3,1992-05-01,
4,1992-06-01,
5,1992-07-01,
6,1992-08-01,
7,1992-09-01,
8,1992-10-01,
9,1992-11-01,
10,1992-12-01,
11,1993-01-01,
12,1993-02-01,
13,1993-03-01,
14,1993-04-01,
15,1993-05-01,
16,1993-06-01,
17,1993-07-01,
18,1993-08-01,
19,1993-09-01,
20,1993-10-01,
21,1993-11-01,
22,1993-12-01,
23,1994-01-01,
24,1994-02-01,
25,1994-03-01,
26,1994-04-01,
27,1994-05-01,
28,1994-06-01,
29,1994-07-01,
30,1994-08-01,
31,1994-09-01,
32,1994-10-01,
33,1994-11-01,
34,1994-12-01,
35,1995-01-01,
36,1995-02-01,
37,1995-03-01,
38,1995-04-01,
39,1995-05-01,
40,1995-06-01,
41,1995-07-01,
42,1995-08-01,
43,1995-09-01,
44,1995-10-01,
45,1995-11-01,
46,1995-12-01,
47,1996-01-01,
48,1996-02-01,
49,1996-03-01,
50,1996-04-01,
51,1996-05-01,
52,1996-06-01,
53,1996-07-01,
54,1996-08-01,
55,1996-09-01,
56,1996-10-01,
57,1996-11-01,
58,1996-12-01,
59,1997-01-01,
60,1997-02-01,
61,1997-03-01,
62,1997-04-01,
63,1997-05-01,
64,1997-06-01,
65,1997-07-01,
66,1997-08-01,
67,1997-09-01,
68,1997-10-01,
69,1997-11-01,
70,1997-12-01,
71,1998-01-01,
72,1998-02-01,
73,1998-03-01,
74,1998-04-01,
75,1998-05-01,
76,1998-06-01,
77,1998-07-01,
78,1998-08-01,
79,1998-09-01,
80,1998-10-01,
81,1998-11-01,
82,1998-12-01,
83,1999-01-01,
84,1999-02-01,
85,1999-03-01,
86,1999-04-01,
87,1999-05-01,
88,1999-06-01,
89,1999-07-01,
90,1999-08-01,
91,1999-09-01,
92,1999-10-01,
93,1999-11-01,
94,1999-12-01,
95,2000-01-01,
96,2000-02-01,
97,2000-03-01,
98,2000-04-01,
99,2000-05-01,
100,2000-06-01,
101,2000-07-01,
102,2000-08-01,
103,2000-09-01,
104,2000-10-01,
105,2000-11-01,
106,2000-12-01,
107,2001-01-01,
108,2001-02-01,
109,2001-03-01,
110,2001-04-01,
111,2001-05-01,
112,2001-06-01,
113,2001-07-01,
114,2001-08-01,
115,2001-09-01,
116,2001-10-01,
117,2001-11-01,
118,2001-12-01,
119,2002-01-01,
120,2002-02-01,
121,2002-03-01,
122,2002-04-01,
123,2002-05-01,
124,2002-06-01,
125,2002-07-01,
126,2002-08-01,
127,2002-09-01,
128,2002-10-01,
129,2002-11-01,
130,2002-12-01,
131,2003-01-01,
132,2003-02-01,
133,2003-03-01,
134,2003-04-01,
135,2003-05-01,
136,2003-06-01,
137,2003-07-01,
138,2003-08-01,
139,2003-09-01,
140,2003-10-01,
141,2003-11-01,
142,2003-12-01,
143,2004-01-01,
144,2004-02-01,
145,2004-03-01,
146,2004-04-01,
147,2004-05-01,
148,2004-06-01,
149,2004-07-01,
150,2004-08-01,
151,2004-09-01,
152,2004-10-01,
153,2004-11-01,
154,2004-12-01,
155,2005-01-01,
156,2005-02-01,
157,2005-03-01,
158,2005-04-01,
159,2005-05-01,
160,2005-06-01,
161,2005-07-01,
162,2005-08-01,
163,2005-09-01,
164,2005-10-01,
165,2005-11-01,
166,2005-12-01,
167,2006-01-01,
168,2006-02-01,
169,2006-03-01,
170,2006-04-01,
171,2006-05-01,
172,2006-06-01,
173,2006-07-01,
174,2006-08-01,
175,2006-09-01,
176,2006-10-01,
177,2006-11-01,
178,2006-12-01,
179,2007-01-01,
180,2007-02-01,
181,2007-03-01,
182,2007-04-01,
183,2007-05-01,
184,2007-06-01,
185,2007-07-01,
186,2007-08-01,
187,2007-09-01,
188,2007-10-01,
189,2007-11-01,
190,2007-12-01,
191,2008-01-01,
192,2008-02-01,
193,2008-03-01,
194,2008-04-01,
195,2008-05-01,
196,2008-06-01,
197,2008-07-01,
198,2008-08-01,
199,2008-09-01,
200,2008-10-01,
201,2008-11-01,
202,2008-12-01,
203,2009-01-01,
204,2009-02-01,
205,2009-03-01,
206,2009-04-01,
207,2009-05-01,
208,2009-06-01,
209,2009-07-01,
210,2009-08-01,
211,2009-09-01,
212,2009-10-01,
213,2009-11-01,
214,2009-12-01,
215,2010-01-01,
216,2010-02-01,
217,2010-03-01,
218,2010-04-01,
219,2010-05-01,
220,2010-06-01,
221,2010-07-01,
222,2010-08-01,
223,2010-09-01,
224,2010-10-01,
225,2010-11-01,
226,2010-12-01,
227,2011-01-01,
228,2011-02-01,
229,2011-03-01,
230,2011-04-01,
231,2011-05-01,194926.0
232,2011-06-01,194015.0
233,2011-07-01,199042.0
234,2011-08-01,194907.0
235,2011-09-01,198089.0
236,2011-10-01,198772.0
237,2011-11-01,199856.0
238,2011-12-01,198715.0
239,2012-01-01,202233.0
240,2012-02-01,203190.0
241,2012-03-01,204265.0
242,2012-04-01,203905.0
243,2012-05-01,204885.0
244,2012-06-01,200283.0
245,2012-07-01,205208.0
246,2012-08-01,208886.0
247,2012-09-01,211125.0
248,2012-10-01,212122.0
249,2012-11-01,209610.0
250,2012-12-01,208046.0
251,2013-01-01,209194.0
252,2013-02-01,215616.0
253,2013-03-01,208564.0
254,2013-04-01,206668.0
255,2013-05-01,208063.0
256,2013-06-01,205971.0
257,2013-07-01,213355.0
258,2013-08-01,212208.0
259,2013-09-01,211961.0
260,2013-10-01,211401.0
261,2013-11-01,213529.0
262,2013-12-01,213341.0
263,2014-01-01,211561.0
264,2014-02-01,214414.0
265,2014-03-01,212448.0
266,2014-04-01,214325.0
267,2014-05-01,214955.0
268,2014-06-01,214370.0
269,2014-07-01,214651.0
270,2014-08-01,211463.0
271,2014-09-01,210725.0
272,2014-10-01,206844.0
273,2014-11-01,205673.0
274,2014-12-01,196978.0
275,2015-01-01,189413.0
276,2015-02-01,194281.0
277,2015-03-01,195125.0
278,2015-04-01,192754.0
279,2015-05-01,194331.0
280,2015-06-01,195035.0
281,2015-07-01,193370.0
282,2015-08-01,190066.0
283,2015-09-01,188931.0
284,2015-10-01,187767.0
285,2015-11-01,187397.0
286,2015-12-01,184379.0
287,2016-01-01,181884.0
288,2016-02-01,179654.0
289,2016-03-01,180702.0
290,2016-04-01,183279.0
291,2016-05-01,182327.0
292,2016-06-01,185380.0
293,2016-07-01,184301.0
294,2016-08-01,184500.0
295,2016-09-01,186854.0
296,2016-10-01,188564.0
297,2016-11-01,187568.0
298,2016-12-01,195749.0
299,2017-01-01,197395.0
300,2017-02-01,197577.0
301,2017-03-01,195943.0
302,2017-04-01,195072.0
303,2017-05-01,194577.0
304,2017-06-01,193603.0
305,2017-07-01,194980.0
306,2017-08-01,197291.0
307,2017-09-01,199035.0
308,2017-10-01,201358.0
309,2017-11-01,205175.0
310,2017-12-01,206074.0
311,2018-01-01,208882.0
312,2018-02-01,208413.0
313,2018-03-01,210435.0
314,2018-04-01,208926.0
315,2018-05-01,208729.0
316,2018-06-01,211355.0
317,2018-07-01,213961.0
318,2018-08-01,213139.0
319,2018-09-01,215728.0
320,2018-10-01,216910.0
321,2018-11-01,210829.0
322,2018-12-01,208909.0
323,2019-01-01,207903.0
324,2019-02-01,209531.0
325,2019-03-01,213825.0
326,2019-04-01,213071.0
327,2019-05-01,212506.0
328,2019-06-01,211862.0
329,2019-07-01,214107.0
330,2019-08-01,212301.0
331,2019-09-01,211225.0
332,2019-10-01,210273.0
333,2019-11-01,212644.0
334,2019-12-01,214485.0
335,2020-01-01,210911.0
336,2020-02-01,209386.0
337,2020-03-01,186681.0
338,2020-04-01,154415.0
339,2020-05-01,161493.0
340,2020-06-01,189474.0
341,2020-07-01,202364.0
342,2020-08-01,201290.0
343,2020-09-01,201973.0
344,2020-10-01,200838.0
345,2020-11-01,204363.0
346,2020-12-01,209545.0
347,2021-01-01,212401.0
348,2021-02-01,208602.0
349,2021-03-01,214968.0
350,2021-04-01,194389.0
351,2021-05-01,196528.0
352,2021-06-01,201876.0
353,2021-07-01,206305.0
354,2021-08-01,205744.0
355,2021-09-01,206768.0
356,2021-10-01,213755.0
357,2021-11-01,215309.0
358,2021-12-01,215772.0
359,2022-01-01,217922.0
360,2022-02-01,221659.0
361,2022-03-01,234483.0
362,2022-04-01,225867.0
363,2022-05-01,234777.0
364,2022-06-01,242476.0
365,2022-07-01,235192.0
366,2022-08-01,235203.0
367,2022-09-01,237966.0
368,2022-10-01,241585.0
369,2022-11-01,235498.0
370,2022-12-01,230093.0
371,2023-01-01,233379.0
372,2023-02-01,229532.0
373,2023-03-01,224750.0
374,2023-04-01,243967.0
375,2023-05-01,241009.0
376,2023-06-01,240537.0
774,,
