,date,value_og
133,1997-02-01,
134,1997-03-01,
135,1997-04-01,
136,1997-05-01,
137,1997-06-01,
138,1997-07-01,
139,1997-08-01,
140,1997-09-01,
141,1997-10-01,
142,1997-11-01,
143,1997-12-01,
144,1998-01-01,
145,1998-02-01,
146,1998-03-01,
147,1998-04-01,
148,1998-05-01,
149,1998-06-01,
150,1998-07-01,
151,1998-08-01,
152,1998-09-01,
153,1998-10-01,
154,1998-11-01,
155,1998-12-01,
156,1999-01-01,
157,1999-02-01,
158,1999-03-01,
159,1999-04-01,
160,1999-05-01,
161,1999-06-01,
162,1999-07-01,
163,1999-08-01,
164,1999-09-01,
165,1999-10-01,
166,1999-11-01,
167,1999-12-01,
168,2000-01-01,
169,2000-02-01,
170,2000-03-01,
171,2000-04-01,
172,2000-05-01,
173,2000-06-01,
174,2000-07-01,
175,2000-08-01,
176,2000-09-01,
177,2000-10-01,
178,2000-11-01,
179,2000-12-01,
180,2001-01-01,
181,2001-02-01,
182,2001-03-01,
183,2001-04-01,
184,2001-05-01,
185,2001-06-01,
186,2001-07-01,
187,2001-08-01,
188,2001-09-01,
189,2001-10-01,
190,2001-11-01,
191,2001-12-01,
192,2002-01-01,
193,2002-02-01,
194,2002-03-01,
195,2002-04-01,
196,2002-05-01,
197,2002-06-01,
198,2002-07-01,
199,2002-08-01,
200,2002-09-01,
201,2002-10-01,
202,2002-11-01,
203,2002-12-01,
204,2003-01-01,
205,2003-02-01,
206,2003-03-01,
207,2003-04-01,
208,2003-05-01,
209,2003-06-01,
210,2003-07-01,
211,2003-08-01,
212,2003-09-01,
213,2003-10-01,
214,2003-11-01,
215,2003-12-01,
216,2004-01-01,
217,2004-02-01,
218,2004-03-01,
219,2004-04-01,
220,2004-05-01,
221,2004-06-01,
222,2004-07-01,
223,2004-08-01,
224,2004-09-01,
225,2004-10-01,
226,2004-11-01,
227,2004-12-01,
228,2005-01-01,
229,2005-02-01,
230,2005-03-01,
231,2005-04-01,
232,2005-05-01,
233,2005-06-01,
234,2005-07-01,
235,2005-08-01,
236,2005-09-01,
237,2005-10-01,
238,2005-11-01,
239,2005-12-01,
240,2006-01-01,
241,2006-02-01,
242,2006-03-01,
243,2006-04-01,
244,2006-05-01,
245,2006-06-01,
246,2006-07-01,
247,2006-08-01,
248,2006-09-01,
249,2006-10-01,
250,2006-11-01,
251,2006-12-01,
252,2007-01-01,
253,2007-02-01,
254,2007-03-01,
255,2007-04-01,
256,2007-05-01,
257,2007-06-01,
258,2007-07-01,
259,2007-08-01,
260,2007-09-01,
261,2007-10-01,
262,2007-11-01,
263,2007-12-01,
264,2008-01-01,
265,2008-02-01,
266,2008-03-01,
267,2008-04-01,
268,2008-05-01,
269,2008-06-01,
270,2008-07-01,
271,2008-08-01,
272,2008-09-01,
273,2008-10-01,
274,2008-11-01,
275,2008-12-01,
276,2009-01-01,
277,2009-02-01,
278,2009-03-01,
279,2009-04-01,
280,2009-05-01,
281,2009-06-01,
282,2009-07-01,
283,2009-08-01,
284,2009-09-01,
285,2009-10-01,
286,2009-11-01,
287,2009-12-01,
288,2010-01-01,
289,2010-02-01,
290,2010-03-01,
291,2010-04-01,
292,2010-05-01,
293,2010-06-01,
294,2010-07-01,
295,2010-08-01,
296,2010-09-01,
297,2010-10-01,
298,2010-11-01,
299,2010-12-01,
300,2011-01-01,
301,2011-02-01,
302,2011-03-01,
303,2011-04-01,109.53
304,2011-05-01,100.9
305,2011-06-01,96.26
306,2011-07-01,97.3
307,2011-08-01,86.33
308,2011-09-01,85.96
309,2011-10-01,86.32
310,2011-11-01,97.13
311,2011-12-01,98.53
312,2012-01-01,100.27
313,2012-02-01,102.2
314,2012-03-01,106.16
315,2012-04-01,103.32
316,2012-05-01,94.66
317,2012-06-01,82.3
318,2012-07-01,87.9
319,2012-08-01,94.13
320,2012-09-01,94.51
321,2012-10-01,89.49
322,2012-11-01,86.53
323,2012-12-01,87.86
324,2013-01-01,94.76
325,2013-02-01,95.31
326,2013-03-01,92.94
327,2013-04-01,92.02
328,2013-05-01,94.51
329,2013-06-01,95.77
330,2013-07-01,104.67
331,2013-08-01,106.57
332,2013-09-01,106.29
333,2013-10-01,100.54
334,2013-11-01,93.86
335,2013-12-01,97.63
336,2014-01-01,94.62
337,2014-02-01,100.82
338,2014-03-01,100.8
339,2014-04-01,102.07
340,2014-05-01,102.18
341,2014-06-01,105.79
342,2014-07-01,103.59
343,2014-08-01,96.54
344,2014-09-01,93.21
345,2014-10-01,84.4
346,2014-11-01,75.79
347,2014-12-01,59.29
348,2015-01-01,47.22
349,2015-02-01,50.58
350,2015-03-01,47.82
351,2015-04-01,54.45
352,2015-05-01,59.27
353,2015-06-01,59.82
354,2015-07-01,50.9
355,2015-08-01,42.87
356,2015-09-01,45.48
357,2015-10-01,46.22
358,2015-11-01,42.39
359,2015-12-01,37.21
360,2016-01-01,31.68
361,2016-02-01,30.32
362,2016-03-01,37.55
363,2016-04-01,40.75
364,2016-05-01,46.83
365,2016-06-01,48.76
366,2016-07-01,44.65
367,2016-08-01,44.72
368,2016-09-01,45.18
369,2016-10-01,49.78
370,2016-11-01,45.71
371,2016-12-01,51.97
372,2017-01-01,52.5
373,2017-02-01,53.47
374,2017-03-01,49.33
375,2017-04-01,51.06
376,2017-05-01,48.48
377,2017-06-01,45.18
378,2017-07-01,46.63
379,2017-08-01,48.04
380,2017-09-01,49.82
381,2017-10-01,51.58
382,2017-11-01,56.64
383,2017-12-01,57.88
384,2018-01-01,63.7
385,2018-02-01,62.23
386,2018-03-01,62.73
387,2018-04-01,66.25
388,2018-05-01,69.98
389,2018-06-01,67.87
390,2018-07-01,70.98
391,2018-08-01,68.06
392,2018-09-01,70.23
393,2018-10-01,70.75
394,2018-11-01,56.96
395,2018-12-01,49.52
396,2019-01-01,51.38
397,2019-02-01,54.95
398,2019-03-01,58.15
399,2019-04-01,63.86
400,2019-05-01,60.83
401,2019-06-01,54.66
402,2019-07-01,57.35
403,2019-08-01,54.81
404,2019-09-01,56.95
405,2019-10-01,53.96
406,2019-11-01,57.03
407,2019-12-01,59.88
408,2020-01-01,57.68
409,2020-02-01,50.54
410,2020-03-01,29.21
411,2020-04-01,16.55
412,2020-05-01,28.56
413,2020-06-01,38.26
414,2020-07-01,40.71
415,2020-08-01,42.34
416,2020-09-01,39.63
417,2020-10-01,39.4
418,2020-11-01,40.94
419,2020-12-01,47.02
420,2021-01-01,52.0
421,2021-02-01,59.04
422,2021-03-01,62.33
423,2021-04-01,61.72
424,2021-05-01,65.17
425,2021-06-01,71.38
426,2021-07-01,72.49
427,2021-08-01,67.7
428,2021-09-01,71.65
429,2021-10-01,81.48
430,2021-11-01,79.83
431,2021-12-01,71.71
432,2022-01-01,83.22
433,2022-02-01,91.64
434,2022-03-01,108.5
435,2022-04-01,101.78
436,2022-05-01,109.55
437,2022-06-01,114.84
438,2022-07-01,101.62
439,2022-08-01,93.67
440,2022-09-01,84.26
441,2022-10-01,87.55
442,2022-11-01,84.37
443,2022-12-01,76.44
444,2023-01-01,78.08
445,2023-02-01,76.83
446,2023-03-01,73.28
447,2023-04-01,79.45
448,2023-05-01,71.74
449,2023-06-01,70.25
774,,
