,date,value_og
441,1969-04-01,
442,1969-05-01,
443,1969-06-01,
444,1969-07-01,
445,1969-08-01,
446,1969-09-01,
447,1969-10-01,
448,1969-11-01,
449,1969-12-01,
450,1970-01-01,
451,1970-02-01,
452,1970-03-01,
453,1970-04-01,
454,1970-05-01,
455,1970-06-01,
456,1970-07-01,
457,1970-08-01,
458,1970-09-01,
459,1970-10-01,
460,1970-11-01,
461,1970-12-01,
462,1971-01-01,
463,1971-02-01,
464,1971-03-01,
465,1971-04-01,
466,1971-05-01,
467,1971-06-01,
468,1971-07-01,
469,1971-08-01,
470,1971-09-01,
471,1971-10-01,
472,1971-11-01,
473,1971-12-01,
474,1972-01-01,
475,1972-02-01,
476,1972-03-01,
477,1972-04-01,
478,1972-05-01,
479,1972-06-01,
480,1972-07-01,
481,1972-08-01,
482,1972-09-01,
483,1972-10-01,
484,1972-11-01,
485,1972-12-01,
486,1973-01-01,
487,1973-02-01,
488,1973-03-01,
489,1973-04-01,
490,1973-05-01,
491,1973-06-01,
492,1973-07-01,
493,1973-08-01,
494,1973-09-01,
495,1973-10-01,
496,1973-11-01,
497,1973-12-01,
498,1974-01-01,
499,1974-02-01,
500,1974-03-01,
501,1974-04-01,
502,1974-05-01,
503,1974-06-01,
504,1974-07-01,
505,1974-08-01,
506,1974-09-01,
507,1974-10-01,
508,1974-11-01,
509,1974-12-01,
510,1975-01-01,
511,1975-02-01,
512,1975-03-01,
513,1975-04-01,
514,1975-05-01,
515,1975-06-01,
516,1975-07-01,
517,1975-08-01,
518,1975-09-01,
519,1975-10-01,
520,1975-11-01,
521,1975-12-01,
522,1976-01-01,
523,1976-02-01,
524,1976-03-01,
525,1976-04-01,
526,1976-05-01,
527,1976-06-01,
528,1976-07-01,
529,1976-08-01,
530,1976-09-01,
531,1976-10-01,
532,1976-11-01,
533,1976-12-01,
534,1977-01-01,
535,1977-02-01,
536,1977-03-01,
537,1977-04-01,
538,1977-05-01,
539,1977-06-01,
540,1977-07-01,
541,1977-08-01,
542,1977-09-01,
543,1977-10-01,
544,1977-11-01,
545,1977-12-01,
546,1978-01-01,
547,1978-02-01,
548,1978-03-01,
549,1978-04-01,
550,1978-05-01,
551,1978-06-01,
552,1978-07-01,
553,1978-08-01,
554,1978-09-01,
555,1978-10-01,
556,1978-11-01,
557,1978-12-01,
558,1979-01-01,
559,1979-02-01,
560,1979-03-01,
561,1979-04-01,
562,1979-05-01,
563,1979-06-01,
564,1979-07-01,
565,1979-08-01,
566,1979-09-01,
567,1979-10-01,
568,1979-11-01,
569,1979-12-01,
570,1980-01-01,
571,1980-02-01,
572,1980-03-01,
573,1980-04-01,
574,1980-05-01,
575,1980-06-01,
576,1980-07-01,
577,1980-08-01,
578,1980-09-01,
579,1980-10-01,
580,1980-11-01,
581,1980-12-01,
582,1981-01-01,
583,1981-02-01,
584,1981-03-01,
585,1981-04-01,
586,1981-05-01,
587,1981-06-01,
588,1981-07-01,
589,1981-08-01,
590,1981-09-01,
591,1981-10-01,
592,1981-11-01,
593,1981-12-01,
594,1982-01-01,
595,1982-02-01,
596,1982-03-01,
597,1982-04-01,
598,1982-05-01,
599,1982-06-01,
600,1982-07-01,
601,1982-08-01,
602,1982-09-01,
603,1982-10-01,
604,1982-11-01,
605,1982-12-01,
606,1983-01-01,
607,1983-02-01,
608,1983-03-01,
609,1983-04-01,
610,1983-05-01,
611,1983-06-01,
612,1983-07-01,
613,1983-08-01,
614,1983-09-01,
615,1983-10-01,
616,1983-11-01,
617,1983-12-01,
618,1984-01-01,
619,1984-02-01,
620,1984-03-01,
621,1984-04-01,
622,1984-05-01,
623,1984-06-01,
624,1984-07-01,
625,1984-08-01,
626,1984-09-01,
627,1984-10-01,
628,1984-11-01,
629,1984-12-01,
630,1985-01-01,
631,1985-02-01,
632,1985-03-01,
633,1985-04-01,
634,1985-05-01,
635,1985-06-01,
636,1985-07-01,
637,1985-08-01,
638,1985-09-01,
639,1985-10-01,
640,1985-11-01,
641,1985-12-01,
642,1986-01-01,
643,1986-02-01,
644,1986-03-01,
645,1986-04-01,
646,1986-05-01,
647,1986-06-01,
648,1986-07-01,
649,1986-08-01,
650,1986-09-01,
651,1986-10-01,
652,1986-11-01,
653,1986-12-01,
654,1987-01-01,
655,1987-02-01,
656,1987-03-01,
657,1987-04-01,
658,1987-05-01,
659,1987-06-01,
660,1987-07-01,
661,1987-08-01,
662,1987-09-01,
663,1987-10-01,
664,1987-11-01,
665,1987-12-01,
666,1988-01-01,
667,1988-02-01,
668,1988-03-01,
669,1988-04-01,
670,1988-05-01,
671,1988-06-01,
672,1988-07-01,
673,1988-08-01,
674,1988-09-01,
675,1988-10-01,
676,1988-11-01,
677,1988-12-01,
678,1989-01-01,
679,1989-02-01,
680,1989-03-01,
681,1989-04-01,
682,1989-05-01,
683,1989-06-01,
684,1989-07-01,
685,1989-08-01,
686,1989-09-01,
687,1989-10-01,
688,1989-11-01,
689,1989-12-01,
690,1990-01-01,
691,1990-02-01,
692,1990-03-01,
693,1990-04-01,
694,1990-05-01,
695,1990-06-01,
696,1990-07-01,
697,1990-08-01,
698,1990-09-01,
699,1990-10-01,
700,1990-11-01,
701,1990-12-01,
702,1991-01-01,
703,1991-02-01,
704,1991-03-01,
705,1991-04-01,
706,1991-05-01,
707,1991-06-01,
708,1991-07-01,
709,1991-08-01,
710,1991-09-01,
711,1991-10-01,
712,1991-11-01,
713,1991-12-01,
714,1992-01-01,
715,1992-02-01,
716,1992-03-01,
717,1992-04-01,
718,1992-05-01,
719,1992-06-01,
720,1992-07-01,
721,1992-08-01,
722,1992-09-01,
723,1992-10-01,
724,1992-11-01,
725,1992-12-01,
726,1993-01-01,
727,1993-02-01,
728,1993-03-01,
729,1993-04-01,
730,1993-05-01,
731,1993-06-01,
732,1993-07-01,
733,1993-08-01,
734,1993-09-01,
735,1993-10-01,
736,1993-11-01,
737,1993-12-01,
738,1994-01-01,
739,1994-02-01,
740,1994-03-01,
741,1994-04-01,
742,1994-05-01,
743,1994-06-01,
744,1994-07-01,
745,1994-08-01,
746,1994-09-01,
747,1994-10-01,
748,1994-11-01,
749,1994-12-01,
750,1995-01-01,
751,1995-02-01,
752,1995-03-01,
753,1995-04-01,
754,1995-05-01,
755,1995-06-01,
756,1995-07-01,
757,1995-08-01,
758,1995-09-01,
759,1995-10-01,
760,1995-11-01,
761,1995-12-01,
762,1996-01-01,
763,1996-02-01,
764,1996-03-01,
765,1996-04-01,
766,1996-05-01,
767,1996-06-01,
768,1996-07-01,
769,1996-08-01,
770,1996-09-01,
771,1996-10-01,
772,1996-11-01,
773,1996-12-01,
0,1997-01-01,
1,1997-02-01,
2,1997-03-01,
3,1997-04-01,
4,1997-05-01,
5,1997-06-01,
6,1997-07-01,
7,1997-08-01,
8,1997-09-01,
9,1997-10-01,5.55
10,1997-11-01,5.64
11,1997-12-01,5.7
12,1998-01-01,5.44
13,1998-02-01,5.45
14,1998-03-01,5.49
15,1998-04-01,5.48
16,1998-05-01,5.5
17,1998-06-01,5.5
18,1998-07-01,5.5
19,1998-08-01,5.5
20,1998-09-01,5.32
21,1998-10-01,5.09
22,1998-11-01,5.15
23,1998-12-01,5.04
24,1999-01-01,4.81
25,1999-02-01,4.82
26,1999-03-01,4.84
27,1999-04-01,4.8
28,1999-05-01,4.83
29,1999-06-01,5.04
30,1999-07-01,5.14
31,1999-08-01,5.28
32,1999-09-01,5.32
33,1999-10-01,5.93
34,1999-11-01,5.85
35,1999-12-01,5.93
36,2000-01-01,5.81
37,2000-02-01,5.9
38,2000-03-01,6.03
39,2000-04-01,6.15
40,2000-05-01,6.57
41,2000-06-01,6.59
42,2000-07-01,6.54
43,2000-08-01,6.49
44,2000-09-01,6.47
45,2000-10-01,6.52
46,2000-11-01,6.52
47,2000-12-01,6.33
48,2001-01-01,5.51
49,2001-02-01,5.19
50,2001-03-01,4.81
51,2001-04-01,4.47
52,2001-05-01,3.96
53,2001-06-01,3.69
54,2001-07-01,3.62
55,2001-08-01,3.44
56,2001-09-01,2.84
57,2001-10-01,2.29
58,2001-11-01,2.0
59,2001-12-01,1.81
60,2002-01-01,1.72
61,2002-02-01,1.8
62,2002-03-01,1.87
63,2002-04-01,1.83
64,2002-05-01,1.8
65,2002-06-01,1.78
66,2002-07-01,1.76
67,2002-08-01,1.71
68,2002-09-01,1.74
69,2002-10-01,1.71
70,2002-11-01,1.37
71,2002-12-01,1.32
72,2003-01-01,1.27
73,2003-02-01,1.25
74,2003-03-01,1.21
75,2003-04-01,1.23
76,2003-05-01,1.2
77,2003-06-01,1.02
78,2003-07-01,1.03
79,2003-08-01,1.06
80,2003-09-01,1.06
81,2003-10-01,1.06
82,2003-11-01,1.08
83,2003-12-01,1.07
84,2004-01-01,1.04
85,2004-02-01,1.03
86,2004-03-01,1.03
87,2004-04-01,1.06
88,2004-05-01,1.16
89,2004-06-01,1.39
90,2004-07-01,1.51
91,2004-08-01,1.65
92,2004-09-01,1.81
93,2004-10-01,1.97
94,2004-11-01,2.2
95,2004-12-01,2.38
96,2005-01-01,2.56
97,2005-02-01,2.71
98,2005-03-01,2.91
99,2005-04-01,3.02
100,2005-05-01,3.15
101,2005-06-01,3.3
102,2005-07-01,3.49
103,2005-08-01,3.69
104,2005-09-01,3.79
105,2005-10-01,4.05
106,2005-11-01,4.23
107,2005-12-01,4.37
108,2006-01-01,4.48
109,2006-02-01,4.63
110,2006-03-01,4.79
111,2006-04-01,4.94
112,2006-05-01,5.05
113,2006-06-01,5.25
114,2006-07-01,5.37
115,2006-08-01,5.29
116,2006-09-01,5.25
117,2006-10-01,5.24
118,2006-11-01,5.24
119,2006-12-01,5.24
120,2007-01-01,5.24
121,2007-02-01,5.23
122,2007-03-01,5.22
123,2007-04-01,5.23
124,2007-05-01,5.23
125,2007-06-01,5.25
126,2007-07-01,5.25
127,2007-08-01,5.3
128,2007-09-01,5.19
129,2007-10-01,4.91
130,2007-11-01,4.75
131,2007-12-01,4.76
132,2008-01-01,3.7
133,2008-02-01,3.03
134,2008-03-01,2.7
135,2008-04-01,2.72
136,2008-05-01,2.61
137,2008-06-01,2.7
138,2008-07-01,2.72
139,2008-08-01,2.76
140,2008-09-01,2.91
141,2008-10-01,3.19
142,2008-11-01,1.54
143,2008-12-01,1.09
144,2009-01-01,1.1
145,2009-02-01,0.67
146,2009-03-01,0.62
147,2009-04-01,0.48
148,2009-05-01,0.37
149,2009-06-01,0.36
150,2009-07-01,0.33
151,2009-08-01,0.29
152,2009-09-01,0.23
153,2009-10-01,0.22
154,2009-11-01,0.19
155,2009-12-01,0.2
156,2010-01-01,0.18
157,2010-02-01,0.2
158,2010-03-01,0.24
159,2010-04-01,0.3
160,2010-05-01,0.44
161,2010-06-01,0.46
162,2010-07-01,0.37
163,2010-08-01,0.27
164,2010-09-01,0.25
165,2010-10-01,0.25
166,2010-11-01,0.25
167,2010-12-01,0.27
168,2011-01-01,0.26
169,2011-02-01,0.25
170,2011-03-01,0.23
171,2011-04-01,0.22
172,2011-05-01,0.18
173,2011-06-01,0.17
174,2011-07-01,0.17
175,2011-08-01,0.21
176,2011-09-01,0.22
177,2011-10-01,0.24
178,2011-11-01,0.21
179,2011-12-01,0.18
180,2012-01-01,0.26
181,2012-02-01,0.21
182,2012-03-01,0.2
183,2012-04-01,0.2
184,2012-05-01,0.2
185,2012-06-01,0.21
186,2012-07-01,0.24
187,2012-08-01,0.19
188,2012-09-01,0.17
189,2012-10-01,0.19
190,2012-11-01,0.21
191,2012-12-01,0.17
192,2013-01-01,0.19
193,2013-02-01,0.14
194,2013-03-01,0.15
195,2013-04-01,0.16
196,2013-05-01,0.14
197,2013-06-01,0.14
198,2013-07-01,0.14
199,2013-08-01,0.12
200,2013-09-01,0.11
201,2013-10-01,0.12
202,2013-11-01,0.12
203,2013-12-01,0.14
204,2014-01-01,0.12
205,2014-02-01,0.13
206,2014-03-01,0.12
207,2014-04-01,0.12
208,2014-05-01,0.11
209,2014-06-01,0.11
210,2014-07-01,0.13
211,2014-08-01,0.13
212,2014-09-01,0.12
213,2014-10-01,0.12
214,2014-11-01,0.13
215,2014-12-01,0.15
216,2015-01-01,0.16
217,2015-02-01,0.15
218,2015-03-01,0.14
219,2015-04-01,0.13
220,2015-05-01,0.15
221,2015-06-01,0.18
222,2015-07-01,0.19
223,2015-08-01,0.26
224,2015-09-01,0.27
225,2015-10-01,0.25
226,2015-11-01,0.3
227,2015-12-01,0.54
228,2016-01-01,0.57
229,2016-02-01,0.54
230,2016-03-01,0.55
231,2016-04-01,0.55
232,2016-05-01,0.57
233,2016-06-01,0.55
234,2016-07-01,0.62
235,2016-08-01,0.73
236,2016-09-01,0.75
237,2016-10-01,0.72
238,2016-11-01,0.71
239,2016-12-01,0.87
240,2017-01-01,0.9
241,2017-02-01,0.87
242,2017-03-01,0.98
243,2017-04-01,1.03
244,2017-05-01,1.05
245,2017-06-01,1.16
246,2017-07-01,1.22
247,2017-08-01,1.25
248,2017-09-01,1.25
249,2017-10-01,1.26
250,2017-11-01,1.32
251,2017-12-01,1.53
252,2018-01-01,1.67
253,2018-02-01,1.78
254,2018-03-01,2.08
255,2018-04-01,2.2
256,2018-05-01,2.16
257,2018-06-01,2.19
258,2018-07-01,2.17
259,2018-08-01,2.19
260,2018-09-01,2.24
261,2018-10-01,2.37
262,2018-11-01,2.56
263,2018-12-01,2.69
264,2019-01-01,2.59
265,2019-02-01,2.49
266,2019-03-01,2.48
267,2019-04-01,2.47
268,2019-05-01,2.44
269,2019-06-01,2.3
270,2019-07-01,2.22
271,2019-08-01,2.06
272,2019-09-01,2.03
273,2019-10-01,1.88
274,2019-11-01,1.77
275,2019-12-01,1.76
276,2020-01-01,1.65
277,2020-02-01,1.59
278,2020-03-01,1.35
279,2020-04-01,
280,2020-05-01,0.17
281,2020-06-01,0.2
282,2020-07-01,0.18
283,2020-08-01,0.15
284,2020-09-01,0.13
285,2020-10-01,0.12
286,2020-11-01,0.16
287,2020-12-01,0.17
288,2021-01-01,0.14
289,2021-02-01,0.11
290,2021-03-01,0.1
291,2021-04-01,0.11
292,2021-05-01,0.1
293,2021-06-01,0.09
294,2021-07-01,0.1
295,2021-08-01,0.1
296,2021-09-01,0.1
297,2021-10-01,0.11
298,2021-11-01,0.14
299,2021-12-01,0.17
300,2022-01-01,0.22
301,2022-02-01,0.38
302,2022-03-01,0.73
303,2022-04-01,0.91
304,2022-05-01,1.33
305,2022-06-01,1.87
306,2022-07-01,2.5
307,2022-08-01,2.76
308,2022-09-01,3.21
309,2022-10-01,3.85
310,2022-11-01,4.46
311,2022-12-01,4.51
312,2023-01-01,4.61
313,2023-02-01,4.74
314,2023-03-01,4.91
315,2023-04-01,5.03
316,2023-05-01,5.15
317,2023-06-01,5.22
774,,
