symbol,name,currency,market,exchange,exchange timezone
^FTAI,FTSE AIM All-Share Index,GBP,gb_market,FGI,BST
^FTAS,UK FTSE All Share,GBP,gb_market,FSI,BST
^FTEU1,FTSE EURO TOP 100,EUR,nl_market,AMS,CEST
^FTLC,FTSE 350,GBP,gb_market,FGI,BST
^FTMC,FTSE 250,GBP,gb_market,FGI,BST
^FTSC,FTSE SmallCap,GBP,gb_market,FGI,BST
^FTSE,FTSE 100,GBP,gb_market,FGI,BST
^FTUB0500,FTSE 350 - Oil & Gas,GBP,gb_market,FGI,BST
^FTUB1300,FTSE 350 - Chemicals,GBP,gb_market,FGI,BST
^FTUB1700,FTSE 350 - Basic Resources,GBP,gb_market,FGI,BST
^FTUB2300,FTSE 350 - Construction & Mater,GBP,gb_market,FGI,BST
^FTUB2700,FTSE 350 - Industrial Goods and,GBP,gb_market,FGI,BST
^FTUB3300,FTSE 350 - Automobiles & Parts,GBP,gb_market,FGI,BST
^FTUB3500,FTSE 350 - Food & Beverage,GBP,gb_market,FGI,BST
^FTUB3700,FTSE 350 - Personal & Household,GBP,gb_market,FGI,BST
^FTUB4500,FTSE 350 - Health Care,GBP,gb_market,FGI,BST
^FTUB5300,FTSE 350 - Retail,GBP,gb_market,FGI,BST
^FTUB5500,FTSE 350 - Media,GBP,gb_market,FGI,BST
^FTUB5700,FTSE 350 - Travel & leisure,GBP,gb_market,FGI,BST
^FTUB6500,FTSE 350 - Telecommunications,GBP,gb_market,FGI,BST
^FTUB7500,FTSE 350 - Utilities,GBP,gb_market,FGI,BST
^FTUB8300,FTSE 350 - Banks,GBP,gb_market,FGI,BST
^FTUB8500,FTSE 350 - Insurance,GBP,gb_market,FGI,BST
^FTUB8700,FTSE 350 - Financial Services,GBP,gb_market,FGI,BST
^FTUB9500,FTSE 350 - Technology,GBP,gb_market,FGI,BST
^FVX,Treasury Yield 5 Years,USD,us24_market,NYB,EDT
^GALPH3TN,,EUR,us_market,SNP,EDT
^GALPHABN,,EUR,us_market,SNP,EDT
^GALPHFMN,,EUR,us_market,SNP,EDT
^GALPHRFN,,EUR,us_market,SNP,EDT
^GAMER,,USD,us_market,SNP,EDT
^GBKX,KBW Nasdaq Global Bank Index,USD,us_market,NIM,EDT
^GCEC-EU,,USD,us_market,ASE,EDT
^GCEC-IV,,USD,us_market,ASE,EDT
^GCEC-NV,,USD,us_market,ASE,EDT
^GCEC-TC,,USD,us_market,ASE,EDT
^GCOW-IV,,USD,us_market,ASE,EDT
^GDAXI,DAX PERFORMANCE-INDEX,EUR,de_market,GER,CEST
^GDAXIP,DAX KURSINDEX,EUR,de_market,GER,CEST
^GDMA-EU,,USD,us_market,ASE,EDT
^GDMA-IV,,USD,us_market,ASE,EDT
^GDMA-NV,,USD,us_market,ASE,EDT
^GDMA-TC,,USD,us_market,ASE,EDT
^GGRW-IV,,USD,us_market,ASE,EDT
^GHYB-EU,,USD,us_market,ASE,EDT
^GHYB-IV,,USD,us_market,ASE,EDT
^GHYB-NV,,USD,us_market,ASE,EDT
^GHYB-TC,,USD,us_market,ASE,EDT
^GINN-EU,,USD,us_market,ASE,EDT
^GLACI,,USD,us_market,WCB,EDT
^GLACIE,,USD,us_market,WCB,EDT
^GLACIEP,,USD,us_market,WCB,EDT
^GLACIP,,USD,us_market,WCB,EDT
^GLDBUF,,USD,us_market,WCB,EDT
^GLDPRO,,USD,us_market,WCB,EDT
^GLDPRO01,,USD,us_market,WCB,EDT
^GLDPRO02,,USD,us_market,WCB,EDT
^GLDPRO03,,USD,us_market,WCB,EDT
^GLDPRO04,,USD,us_market,WCB,EDT
^GLDPRO05,,USD,us_market,WCB,EDT
^GLDPRO06,,USD,us_market,WCB,EDT
^GLDPRO07,,USD,us_market,WCB,EDT
^GLDPRO08,,USD,us_market,WCB,EDT
^GLDPRO09,,USD,us_market,WCB,EDT
^GLDPRO10,,USD,us_market,WCB,EDT
^GLDPRO11,,USD,us_market,WCB,EDT
^GLDPRO12,,USD,us_market,WCB,EDT
^GLDTI,,USD,us_market,WCB,EDT
^GNAF-IV,,USD,us_market,ASE,EDT
^GOVZ-EU,,USD,us_market,ASE,EDT
^GOVZ-IV,,USD,us_market,ASE,EDT
^GOVZ-NV,,USD,us_market,ASE,EDT
^GOVZ-TC,,USD,us_market,ASE,EDT
^GSCE-EU,,USD,us_market,ASE,EDT
^GSCE-IV,,USD,us_market,ASE,EDT
^GSCE-NV,,USD,us_market,ASE,EDT
^GSCE-TC,,USD,us_market,ASE,EDT
^GSPC,S&P 500,USD,us_market,SNP,EDT
^GSPE,S&P 500 Energy (Sector),USD,us_market,SNP,EDT
^GSPRTRE,S&P/TSX Capped REIT Index,CAD,ca_market,TSI,EDT
^GSPTSE,S&P/TSX Composite index,CAD,ca_market,TSI,EDT
^GSSC-EU,,USD,us_market,ASE,EDT
^GSSC-TC,,USD,us_market,ASE,EDT
^GVZ,CBOE Gold Volatitity Index,USD,us_market,WCB,EDT
^HEGD-IV,,USD,us_market,ASE,EDT
^HFDXAT,,USD,us_market,SNP,EDT
^HFELVT75,,USD,us_market,SNP,EDT
^HFENG,,USD,us_market,SNP,EDT
^HFETT75,,USD,us_market,SNP,EDT
^HFHC,,USD,us_market,SNP,EDT
^HFIT,,USD,us_market,SNP,EDT
^HFJLVT5,,USD,us_market,SNP,EDT
^HFJTT5,,USD,us_market,SNP,EDT
^HFLAT5,,USD,us_market,SNP,EDT
^HFLL,,USD,us_market,SNP,EDT
^HFLLVT5,,USD,us_market,SNP,EDT
^HFLS,,USD,us_market,SNP,EDT
^HFLTT5,,USD,us_market,SNP,EDT
^HFSAT5,,USD,us_market,SNP,EDT
^HFSLVT5,,USD,us_market,SNP,EDT
^HFSTT5,,USD,us_market,SNP,EDT
^HFULVT5,,USD,us_market,SNP,EDT
^HFUTT5,,USD,us_market,SNP,EDT
^HGX,PHLX Housing Sector,USD,us_market,NIM,EDT
^HKO,NYSE Arca Hong Kong Option Inde,USD,us_market,NYS,EDT
^HKX,NYSE Arca Hong Kong 30 Index,HKD,us_market,NYS,EDT
^HNDL-IV,,USD,us_market,ASE,EDT
^HSCC,HANG SENG CHINA-AFFILIATED CORP,HKD,hk_market,HKG,HKT
^HSCE,HANG SENG CHINA ENTERPRISES IND,HKD,hk_market,HKG,HKT
^HSI,HANG SENG INDEX,HKD,hk_market,HKG,HKT
^HSIL,HSI VOLATILITY INDEX,HKD,hk_market,HKG,HKT
^HSNC,HANG SENG COMMERCE & INDUSTRY,HKD,hk_market,HKG,HKT
^HSNF,HANG SENG FINANCE INDEX,HKD,hk_market,HKG,HKT
^HSNP,HANG SENG PROPERTIES INDEX,HKD,hk_market,HKG,HKT
^HSNU,HANG SENG UTILITIES INDEX,HKD,hk_market,HKG,HKT
^HSRT-EU,,USD,us_market,ASE,EDT
^HSRT-IV,,USD,us_market,ASE,EDT
^HSRT-NV,,USD,us_market,ASE,EDT
^HTL,Hungarian Traded Index in HUF,HUF,at_market,VIE,CEST
^HTRB-EU,,USD,us_market,ASE,EDT
^HTRB-IV,,USD,us_market,ASE,EDT
^HTRB-NV,,USD,us_market,ASE,EDT
^HTRB-TC,,USD,us_market,ASE,EDT
^HTXRI,ETFx HealthTech Total Return In,USD,us_market,NYS,EDT
^HUI,NYSE Arca Gold BUGS Index,USD,us_market,NYS,EDT
^HYMU-EU,,USD,us_market,ASE,EDT
^HYMU-IV,,USD,us_market,ASE,EDT
^HYMU-NV,,USD,us_market,ASE,EDT
^HYMU-TC,,USD,us_market,ASE,EDT
^IAPR-IV,,USD,us_market,ASE,EDT
^IBEX,IBEX 35.,EUR,es_market,MCE,CEST
^IBHF-EU,,USD,us_market,ASE,EDT
^IBHF-IV,,USD,us_market,ASE,EDT
^IBHF-NV,,USD,us_market,ASE,EDT
^IBHF-TC,,USD,us_market,ASE,EDT
^IBX50,IBRX 50,BRL,br_market,SAO,BRT
^ICEFSNA,ICE FactSet Global NextGen Auto,USD,us_market,NYS,EDT
^ICEFSNAN,ICE FactSet Global NextGen Auto,USD,us_market,NYS,EDT
^ICEFSNAT,ICE FactSet Global NextGen Auto,USD,us_market,NYS,EDT
^ICEFSNC,ICE FactSet Global NextGen Comm,USD,us_market,NYS,EDT
^ICEFSNCN,ICE FactSet Global NextGen Comm,USD,us_market,NYS,EDT
^ICEFSNCT,ICE FactSet Global NextGen Comm,USD,us_market,NYS,EDT
^IDB1TV,,USD,us_market,WCB,EDT
^IDB1TVG,,USD,us_market,WCB,EDT
^IDB1TVP,,USD,us_market,WCB,EDT
^IDB1TVT,,USD,us_market,WCB,EDT
^IDB50N,,USD,us_market,WCB,EDT
^IDBTVER,,USD,us_market,WCB,EDT
^IDXGOLDX,,USD,us_market,SNP,EDT
^IETP,ISEQ 20,EUR,ie_market,ISE,IST
^IETR,ISEQ 20 GR,EUR,ie_market,ISE,IST
^IFIN,ISEQ Financial,EUR,ie_market,ISE,IST
^IFNT,ISEQ Financial GR,EUR,ie_market,ISE,IST
^IIAKTE,,USD,us_market,SNP,EDT
^IIAKTL,,USD,us_market,SNP,EDT
^IIAKTM,,USD,us_market,SNP,EDT
^IIAKTQ,,USD,us_market,SNP,EDT
^IIAKTSL,,USD,us_market,SNP,EDT
^IIAKTSM,,USD,us_market,SNP,EDT
^IIAKTSQ,,USD,us_market,SNP,EDT
^IIAKTSV,,USD,us_market,SNP,EDT
^IIAKTV,,USD,us_market,SNP,EDT
^IIEE,,USD,us_market,SNP,EDT
^IIEL,,USD,us_market,SNP,EDT
^IIEM,,USD,us_market,SNP,EDT
^IIEQ,,USD,us_market,SNP,EDT
^IIESL,,USD,us_market,SNP,EDT
^IIESM,,USD,us_market,SNP,EDT
^IIESQ,,USD,us_market,SNP,EDT
^IIESV,,USD,us_market,SNP,EDT
^IIEV,,USD,us_market,SNP,EDT
^IIGCA,,USD,us_market,SNP,EDT
^IIGEE,,USD,us_market,SNP,EDT
^IIGEL,,USD,us_market,SNP,EDT
^IIGEM,,USD,us_market,SNP,EDT
^IIGEQ,,USD,us_market,SNP,EDT
^IIGESL,,USD,us_market,SNP,EDT
^IIGESM,,USD,us_market,SNP,EDT
^IIGESQ,,USD,us_market,SNP,EDT
^IIGESV,,USD,us_market,SNP,EDT
^IIGEV,,USD,us_market,SNP,EDT
^IIGGB,,USD,us_market,SNP,EDT
^IIGL,,USD,us_market,SNP,EDT
^IIGLE,,USD,us_market,SNP,EDT
^IIGM,,USD,us_market,SNP,EDT
^IIGQ,,USD,us_market,SNP,EDT
^IIGSL,,USD,us_market,SNP,EDT
^IIGSM,,USD,us_market,SNP,EDT
^IIGSQ,,USD,us_market,SNP,EDT
^IIGSV,,USD,us_market,SNP,EDT
^IIGTM,,USD,us_market,SNP,EDT
^IIGTMA,,USD,us_market,SNP,EDT
^IIGV,,USD,us_market,SNP,EDT
^IIGXE,,USD,us_market,SNP,EDT
^IIGXL,,USD,us_market,SNP,EDT
^IIGXM,,USD,us_market,SNP,EDT
^IIGXQ,,USD,us_market,SNP,EDT
^IIGXSL,,USD,us_market,SNP,EDT
^IIGXSM,,USD,us_market,SNP,EDT
^IIGXSQ,,USD,us_market,SNP,EDT
^IIGXSV,,USD,us_market,SNP,EDT
^IIGXV,,USD,us_market,SNP,EDT
^IIRUC,,USD,us_market,SNP,EDT
^IIRULTB,,USD,us_market,SNP,EDT
^IIUCE,,USD,us_market,SNP,EDT
^IIUL,,USD,us_market,SNP,EDT
^IIUM,,USD,us_market,SNP,EDT
^IIUQ,,USD,us_market,SNP,EDT
^IIUSE,,USD,us_market,SNP,EDT
^IIUSL,,USD,us_market,SNP,EDT
^IIUSM,,USD,us_market,SNP,EDT
^IIUSQ,,USD,us_market,SNP,EDT
^IIUSV,,USD,us_market,SNP,EDT
^IIUTC,,USD,us_market,SNP,EDT
^IIUV,,USD,us_market,SNP,EDT
^IIZFQYE,,EUR,us_market,SNP,EDT
^IMUS,Dow Jones Islamic Market U.S. I,USD,us_market,DJI,EDT
^IMXL,Dow Jones Islamic Market Titans,USD,us_market,DJI,EDT
^INDS,NASDAQ Industrial,USD,us_market,NIM,EDT
^INSR,NASDAQ Insurance,USD,us_market,NIM,EDT
^IRX,13 WEEK TREASURY BILL,USD,us24_market,NYB,EDT
^ISCI,ISEQ Small,EUR,ie_market,ISE,IST
^ISCT,ISEQ Small GR,EUR,ie_market,ISE,IST
^ISEQ,ISEQ All Share,EUR,ie_market,ISE,IST
^ISVL-EU,,USD,us_market,ASE,EDT
^ISVL-IV,,USD,us_market,ASE,EDT
^ISVL-NV,,USD,us_market,ASE,EDT
^ISVL-TC,,USD,us_market,ASE,EDT
^ISWNXT,,USD,us_market,WCB,EDT
^IVBX,IVBX2,BRL,br_market,SAO,BRT
^IVDG-EU,,USD,us_market,ASE,EDT
^IVDG-IV,,USD,us_market,ASE,EDT
^IVDG-NV,,USD,us_market,ASE,EDT
^IVDSTUSD-EU,,USD,us_market,ASE,EDT
^IVDSTUSD-IV,,USD,us_market,ASE,EDT
^IVDSTUSD-NV,,USD,us_market,ASE,EDT
^IVDSTUSD-TC,,USD,us_market,ASE,EDT
^IVLC-EU,,USD,us_market,ASE,EDT
^IVLC-IV,,USD,us_market,ASE,EDT
^IVLC-NV,,USD,us_market,ASE,EDT
^IVRA-EU,,USD,us_market,ASE,EDT
^IVRA-IV,,USD,us_market,ASE,EDT
^IVRA-NV,,USD,us_market,ASE,EDT
^IVRT,ISEQ All Share GR,EUR,ie_market,ISE,IST
^IVSG-EU,,USD,us_market,ASE,EDT
^IVSG-IV,,USD,us_market,ASE,EDT
^IVSG-NV,,USD,us_market,ASE,EDT
^IXB,Materials Select Sector Index,USD,us_market,SNP,EDT
^IXBI,,USD,us_market,NIM,EDT
^IXCO,NASDAQ Computer,USD,us_market,NIM,EDT
^IXEI,,USD,us_market,NIM,EDT
^IXF,NASDAQ Financial 100,USD,us_market,NIM,EDT
^IXHC,NASDAQ HealthCare,USD,us_market,NIM,EDT
^IXI,Industrial Select Sector Index,USD,us_market,SNP,EDT
^IXIC,NASDAQ Composite,USD,us_market,NIM,EDT
^IXTC,NASDAQ Telecommunications,USD,us_market,NIM,EDT
^JANZ-IV,,USD,us_market,ASE,EDT
^JEMA-EU,,USD,us_market,ASE,EDT
^JEMA-IV,,USD,us_market,ASE,EDT
^JEMA-NV,,USD,us_market,ASE,EDT
^JEMA-TC,,USD,us_market,ASE,EDT
^JKAGRI,Agriculture Index,IDR,id_market,JKT,WIB
^JKBIND,Basic Industry and Chemicals In,IDR,id_market,JKT,WIB
^JKCONS,Consumer Goods Index,IDR,id_market,JKT,WIB
^JKFINA,Finance Index,IDR,id_market,JKT,WIB
^JKII,Jakarta Islamic Index,IDR,id_market,JKT,WIB
^JKINFA,"Infrastructure, Utility & Trans",IDR,id_market,JKT,WIB
^JKLQ45,LQ45 Index,IDR,id_market,JKT,WIB
^JKMING,Mining Index,IDR,id_market,JKT,WIB
^JKMISC,Miscellaneous Index,IDR,id_market,JKT,WIB
^JKMNFG,Manufacture Index,IDR,id_market,JKT,WIB
^JKPROP,"Construction, Property & Real E",IDR,id_market,JKT,WIB
^JKSE,Composite Index,IDR,id_market,JKT,WIB
^JKTRAD,Trade & Service Index,IDR,id_market,JKT,WIB
^JMBS-EU,,USD,us_market,ASE,EDT
^JMBS-IV,,USD,us_market,ASE,EDT
^JMBS-NV,,USD,us_market,ASE,EDT
^JMBS-TC,,USD,us_market,ASE,EDT
^JOET-IV,,USD,us_market,ASE,EDT
^JPIB-EU,,USD,us_market,ASE,EDT
^JPIB-IV,,USD,us_market,ASE,EDT
^JPIB-NV,,USD,us_market,ASE,EDT
^JPN,NYSE Arca Japan Index,JPY,us_market,NYS,EDT
^JSMD-IV,,USD,us_market,ASE,EDT
^JSML-IV,,USD,us_market,ASE,EDT
^KCCB-EU,,USD,us_market,ASE,EDT
^KCCB-IV,,USD,us_market,ASE,EDT
^KCCB-NV,,USD,us_market,ASE,EDT
^KCCB-TC,,USD,us_market,ASE,EDT
^KIX,KBW Nasdaq Insurance Index,USD,us_market,NIM,EDT
^KLSE,FTSE Bursa Malaysia KLCI,MYR,my_market,KLS,MYT
^KQ11,Kosdaq Composite Index,KRW,kr_market,KOE,KST
^KRX,KBW Nasdaq Regional Banking Ind,USD,us_market,NIM,EDT
^KS11,KOSPI Composite Index,KRW,kr_market,KSC,KST
^KS200,KOSPI 200 Index,KRW,kr_market,KSC,KST
^KSX,KBW Nasdaq Capital Markets Inde,USD,us_market,NIM,EDT
^LEGR-EU,,USD,us_market,ASE,EDT
^LEGR-IV,,USD,us_market,ASE,EDT
^LEGR-NV,,USD,us_market,ASE,EDT
^LEGR-TC,,USD,us_market,ASE,EDT
^LHLGEP,,USD,us_market,SNP,EDT
^LHLGEX,,USD,us_market,SNP,EDT
^LIVLIFEP,,USD,us_market,SNP,EDT
^LOPP-IV,,USD,us_market,ASE,EDT
^LOVOL,CBOE Low Volatility Index,USD,us_market,WCB,EDT
^LTACQG,,USD,us_market,WCB,EDT
^LTACQGN,,USD,us_market,WCB,EDT
^LTACQGT,,USD,us_market,WCB,EDT
^LTQDLX,,USD,us_market,WCB,EDT
^LTQDLXN,,USD,us_market,WCB,EDT
^LTQDLXT,,USD,us_market,WCB,EDT
^LTQDMX,,USD,us_market,WCB,EDT
^LTQDMXN,,USD,us_market,WCB,EDT
^LTQDMXT,,USD,us_market,WCB,EDT
^LTQDSX,,USD,us_market,WCB,EDT
^LTQDSXN,,USD,us_market,WCB,EDT
^LTQDSXT,,USD,us_market,WCB,EDT
^LUNTLMFR,,USD,us_market,SNP,EDT
^LUNTMMFR,,USD,us_market,SNP,EDT
^LUNTUSLC,,USD,us_market,SNP,EDT
^LUXGOODP,,USD,us_market,SNP,EDT
^MAGA-EU,,USD,us_market,ASE,EDT
^MAGA-IV,,USD,us_market,ASE,EDT
^MAGA-NV,,USD,us_market,ASE,EDT
^MAGA-TC,,USD,us_market,ASE,EDT
^MARZ-IV,,USD,us_market,ASE,EDT
^MBBB-EU,,USD,us_market,ASE,EDT
^MBBB-IV,,USD,us_market,ASE,EDT
^MBBB-NV,,USD,us_market,ASE,EDT
^MBBB-TC,,USD,us_market,ASE,EDT
^MBND-EU,,USD,us_market,ASE,EDT
^MBND-IV,,USD,us_market,ASE,EDT
^MBND-NV,,USD,us_market,ASE,EDT
^MBND-TC,,USD,us_market,ASE,EDT
^MBSD-EU,,USD,us_market,ASE,EDT
^MBSD-IV,,USD,us_market,ASE,EDT
^MBSD-NV,,USD,us_market,ASE,EDT
^MBSD-TC,,USD,us_market,ASE,EDT
^MDAXI,MDAX PERFORMANCE-INDEX,EUR,de_market,GER,CEST
^MDAXIP,MDAX KURSINDEX,EUR,de_market,GER,CEST
^MINERS,,USD,us_market,WCB,EDT
^MINERSV,,USD,us_market,WCB,EDT
^MOVE,ICE BofAML MOVE Index,USD,us_market,NYS,EDT
^MPDMPESPU,,USD,us_market,SNP,EDT
^MPDPESPC,,CAD,us_market,SNP,EDT
^MRLS,,USD,us_market,WCB,EDT
^MRUT,,USD,us_market,WCB,EDT
^MSEGESDP,,USD,us_market,SNP,EDT
^MSEGLMCB,,USD,us_market,SNP,EDT
^MSEGUSPU,,USD,us_market,SNP,EDT
^MSEGUSSP,,USD,us_market,SNP,EDT
^MSEGXUDP,,USD,us_market,SNP,EDT
^MSGDICPU,,USD,us_market,SNP,EDT
^MSSBVEPU,,USD,us_market,SNP,EDT
^MSTB-IV,,USD,us_market,ASE,EDT
^MSUSCEPU,,USD,us_market,SNP,EDT
^MSUSSMPU,,USD,us_market,SNP,EDT
^MSUXTHPU,,USD,us_market,SNP,EDT
^MULMBGPU,,USD,us_market,SNP,EDT
^MULMBVPU,,USD,us_market,SNP,EDT
^MULMGCPU,,USD,us_market,SNP,EDT
^MUMCBGPU,,USD,us_market,SNP,EDT
^MUMCBVPU,,USD,us_market,SNP,EDT
^MUSBGEPU,,USD,us_market,SNP,EDT
^MUSSCEPU,,USD,us_market,SNP,EDT
^MXX,IPC MEXICO,MXN,mx_market,MEX,CDT
^MXY,NYSE Arca Mexico Index,USD,us_market,NYS,EDT
^N100,EURONEXT 100,EUR,fr_market,PAR,CEST
^N1000,Nikkei JAPAN 1000,JPY,jp_market,OSA,JST
^N150,NEXT 150,EUR,fr_market,PAR,CEST
^N225,Nikkei 225,JPY,jp_market,OSA,JST
^N300,Nikkei 300,JPY,jp_market,OSA,JST
^N500,Nikkei 500,JPY,jp_market,OSA,JST
^NBI,NASDAQ Biotechnology,USD,us_market,NIM,EDT
^NDX,NASDAQ 100,USD,us_market,NIM,EDT
^NDXE,NASDAQ 100 Equal Weighted,USD,us_market,NIM,EDT
^NDXT,NASDAQ 100 Technology Sector,USD,us_market,NIM,EDT
^NDXX,NASDAQ 100 Ex Tech Sector,USD,us_market,NIM,EDT
^NETR,NASDAQ 100 Equal Weighted Total,USD,us_market,NIM,EDT
^NFDBGI,,USD,us_market,SNP,EDT
^NFDBGPRI,,USD,us_market,SNP,EDT
^NFDBII,,USD,us_market,SNP,EDT
^NFDBIPRI,,USD,us_market,SNP,EDT
^NFDGI,,USD,us_market,SNP,EDT
^NFDGPRI,,USD,us_market,SNP,EDT
^NFDII,,USD,us_market,SNP,EDT
^NFDIPRI,,USD,us_market,SNP,EDT
^NQASPA3010LMEURT,,,,,
^NQASPA3010LMGBP,,,,,
^NQASPA3010LMGBPT,,,,,
^NQASPA3010LMN,,,,,
^NQASPA3010LMT,,,,,
^NQASPA3020LMEUR,,,,,
^NQASPA3020LMEURT,,,,,
^NQASPA3020LMN,,,,,
^NQASPA3020LMT,,,,,
^NQASPA3030LMGBPN,,,,,
^NQASPA4010LMCADT,,,,,
^NQASPA4010LMEURN,,,,,
^NQASPA4010LMGBP,,,,,
^NQASPA4010LMGBPN,,,,,
^NQASPA4010LMN,,,,,
^NQASPA4020LMCADN,,,,,
^NQASPA4020LMGBPN,,,,,
^NQASPA4020LMJPY,,,,,
^NQASPA4030LMCADT,,,,,
^NQASPA4030LMEURN,,,,,
^NQASPA4030LMEURT,,,,,
^NQASPA4040LMAUD,,,,,
^NQASPA4040LMCAD,,,,,
^NQASPA4040LMEUR,,,,,
^NQASPA4040LMJPYT,,,,,
^NQASPA4050LMAUDN,,,,,
^NQASPA4050LMEUR,,,,,
^NQASPA4050LMT,,,,,
^NQASPA4510LMCADN,,,,,
^NQASPA4510LMGBPT,,,,,
^NQASPA4510LMJPYT,,,,,
^NQASPA4510LMN,,,,,
^NQASPA4520LMEUR,,,,,
^NQASPA4520LMN,,,,,
^NQASPA5010LMGBP,,,,,
^NQASPA5010LMT,,,,,
^NQASPA5020LMEURN,,,,,
^NQASPA5020LMEURT,,,,,
^NQASPA5020LMJPYN,,,,,
^NQASPA5510LMAUD,,,,,
^NQASPA5510LMEURT,,,,,
^NQASPA5510LMN,,,,,
^NQASPA5520LMGBP,,,,,
^NQASPA5520LMJPY,,,,,
^NQASPA5520LMJPYT,,,,,
^NQASPA5520LMN,,,,,
^NQDMASIA10LMCAD,,,,,
^NQDMASIA10LMCADN,,,,,
^NQDMASIA10LMCADT,,,,,
^NQDMASIA10LMEURN,,,,,
^NQDMASIA10LMT,,,,,
^NQDMASIA15LMAUDN,,,,,
^NQDMASIA15LMCAD,,,,,
^NQDMASIA15LMGBPN,,,,,
^NQDMASIA15LMN,,,,,
^NQDMASIA15LMT,,,,,
^NQDMASIA20LMAUD,,,,,
^NQDMASIA20LMAUDT,,,,,
^NQDMASIA20LMGBPN,,,,,
^NQDMASIA20LMN,,,,,
^NQDMASIA3010AUDN,,,,,
^NQDMASIA3010AUDT,,,,,
^NQDMASIA3010CAD,,,,,
^NQDMASIA3010EUR,,,,,
^NQDMASIA3010EURN,,,,,
^NQDMASIA3010EURT,,,,,
^NQDMASIA3010GBP,,,,,
^NQDMASIA3010GBPN,,,,,
^NQDMASIA3010JPY,,,,,
^NQDMASIA3010JPYN,,,,,
^NQDMASIA3010JPYT,,,,,
^NQDMASIA3010LMAUDT,,,,,
^NQDMASIA3010LMCADN,,,,,
^NQDMASIA3010LMCADT,,,,,
^NQDMASIA3010LMEUR,,,,,
^NQDMASIA3010LMEURN,,,,,
^NQDMASIA3010LMEURT,,,,,
^NQDMASIA3010N,,,,,
^NQDMASIA3010T,,,,,
^NQDMASIA3020AUD,,,,,
^NQDMASIA3020AUDN,,,,,
^NQDMASIA3020AUDT,,,,,
^NQDMASIA3020EUR,,,,,
^NQDMASIA3020EURT,,,,,
^NQDMASIA3020GBPN,,,,,
^NQDMASIA3020JPY,,,,,
^NQDMASIA3020JPYN,,,,,
^NQDMASIA3020JPYT,,,,,
^NQDMASIA3020LM,,,,,
^NQDMASIA3020LMCADN,,,,,
^NQDMASIA3020LMCADT,,,,,
^NQDMASIA3020LMEUR,,,,,
^NQDMASIA3020LMEURN,,,,,
^NQDMASIA3020LMGBP,,,,,
^NQDMASIA3020LMGBPN,,,,,
^NQDMASIA3020LMJPY,,,,,
^NQDMASIA3020LMJPYN,,,,,
^NQDMASIA3020LMJPYT,,,,,
^NQDMASIA3020LMN,,,,,
^NQDMASIA3020T,,,,,
^NQDMASIA3030AUD,,,,,
^NQDMASIA3030AUDN,,,,,
^NQDMASIA3030AUDT,,,,,
^NQDMASIA3030CAD,,,,,
^NQDMASIA3030CADN,,,,,
^NQDMASIA3030CADT,,,,,
^NQDMASIA3030EURN,,,,,
^NQDMASIA3030EURT,,,,,
^NQDMASIA3030GBP,,,,,
^NQDMASIA3030GBPN,,,,,
^NQDMASIA3030GBPT,,,,,
^NQDMASIA3030JPY,,,,,
^NQDMASIA3030JPYT,,,,,
^NQDMASIA3030LM,,,,,
^NQDMASIA3030LMAUD,,,,,
^NQDMASIA3030LMAUDN,,,,,
^NQDMASIA3030LMAUDT,,,,,
^NQDMASIA3030LMCAD,,,,,
^NQDMASIA3030LMEURT,,,,,
^NQDMASIA3030LMN,,,,,
^NQDMASIA3030LMT,,,,,
^NQDMASIA30LMAUD,,,,,
^NQDMASIA30LMAUDN,,,,,
^NQDMASIA30LMEURN,,,,,
^NQDMASIA30LMEURT,,,,,
^NQDMASIA30LMGBP,,,,,
^NQDMASIA30LMGBPT,,,,,
^NQDMASIA30LMN,,,,,
^NQDMASIA35LMCADT,,,,,
^NQDMASIA35LMEURN,,,,,
^NQDMASIA35LMJPY,,,,,
^NQDMASIA35LMJPYN,,,,,
^NQDMASIA35LMJPYT,,,,,
^NQDMASIA4010AUD,,,,,
^NQDMASIA4010AUDN,,,,,
^NQDMASIA4010AUDT,,,,,
^NQDMASIA4010CADN,,,,,
^NQDMASIA4010CADT,,,,,
^NQDMASIA4010EUR,,,,,
^NQDMASIA4010GBPN,,,,,
^NQDMASIA4010GBPT,,,,,
^NQDMASIA4010JPY,,,,,
^NQDMASIA4010JPYN,,,,,
^NQDMASIA4010JPYT,,,,,
^NQDMASIA4010LM,,,,,
^NQDMASIA4010LMGBP,,,,,
^NQDMASIA4010LMGBPN,,,,,
^NQDMASIA4010LMJPY,,,,,
^NQDMASIA4010LMJPYN,,,,,
^NQDMASIA4010LMJPYT,,,,,
^NQDMASIA4010LMN,,,,,
^NQDMASIA4010T,,,,,
^NQDMASIA4020AUD,,,,,
^NQDMASIA4020AUDN,,,,,
^NQDMASIA4020AUDT,,,,,
^NQDMASIA4020CAD,,,,,
^NQDMASIA4020CADT,,,,,
^NQDMASIA4020EURN,,,,,
^NQDMASIA4020EURT,,,,,
^NQDMASIA4020GBP,,,,,
^NQDMASIA4020GBPN,,,,,
^NQDMASIA4020GBPT,,,,,
^NQDMASIA4020JPYT,,,,,
^NQDMASIA4020LM,,,,,
^NQDMASIA4020LMCAD,,,,,
^NQDMASIA4020LMCADN,,,,,
^NQDMASIA4020LMEUR,,,,,
