symbol,name,currency,market,exchange,exchange timezone
GBKX,KBW Nasdaq Global Bank Index,,us_market,NIM,EDT
GBKXN,KBW Nasdaq Global Bank Net Total Return Index,,us_market,NIM,EDT
GBKXT,KBW Nasdaq Global Bank Total Return Index,,us_market,NIM,EDT
^A1BSC,Dow Jones Americas Basic Materi,USD,us_market,DJI,EDT
^A1CYC,Dow Jones Americas Consumer Ser,USD,us_market,DJI,EDT
^A1DOW,Dow Jones Americas Index,USD,us_market,DJI,EDT
^A1ENE,Dow Jones Americas Oil & Gas In,USD,us_market,DJI,EDT
^A1FIN,Dow Jones Americas Financials I,USD,us_market,DJI,EDT
^A1HCR,Dow Jones Americas Health Care ,USD,us_market,DJI,EDT
^A1IDU,Dow Jones Americas Industrials ,USD,us_market,DJI,EDT
^A1NCY,Dow Jones Americas Consumer Goo,USD,us_market,DJI,EDT
^A1SGI,Dow Jones Sustainability North ,USD,us_market,DJI,EDT
^A1TEC,Dow Jones Americas Technology I,USD,us_market,DJI,EDT
^A1TLS,Dow Jones Americas Telecommunic,USD,us_market,DJI,EDT
^A1UTI,Dow Jones Americas Utilities In,USD,us_market,DJI,EDT
^AAA-EU,AAF FIRST PRIORITY CLO BOND ETF,USD,us_market,ASE,EDT
^AAA-NV,AAF FIRST PRIORITY CLO BOND ETF,USD,us_market,ASE,EDT
^AAA-TC,AAF FIRST PRIORITY CLO BOND ETF,USD,us_market,ASE,EDT
^AAAU-IV,Perth Mint Physical Gold ETF Sh,USD,us_market,ASE,EDT
^AAAU-NV,Perth Mint Physical Gold ETF Sh,USD,us_market,ASE,EDT
^AADR-EU,AdvisorShares Dorsey Wright ADR,USD,us_market,ASE,EDT
^AADR-IV,AdvisorShares Dorsey Wright ADR,USD,us_market,ASE,EDT
^AADR-NV,AdvisorShares Dorsey Wright ADR,USD,us_market,ASE,EDT
^AADR-TC,AdvisorShares Dorsey Wright ADR,USD,us_market,ASE,EDT
^ABAQ,ABA Community Bank NASDAQ,USD,us_market,NIM,EDT
^ABCERI,Auspice Broad Commodity Excess ,USD,us_market,NYS,EDT
^ABEQ-EU,Absolute Core Strategy ETF Esti,USD,us_market,ASE,EDT
^ABEQ-IV,Absolute Core Strategy ETF Intr,USD,us_market,ASE,EDT
^ABEQ-NV,Absolute Core Strategy ETF Net ,USD,us_market,ASE,EDT
^ABEQ-TC,Absolute Core Strategy ETF Tota,USD,us_market,ASE,EDT
^ABQI,NASDAQ OMX Aba Community Bank,USD,us_market,NIM,EDT
^ABQX,NASDAQ OMX Aba Community Bank T,USD,us_market,NIM,EDT
^ABRVXX,ABR Dynamic Blend Equity and Vo,USD,us_market,NYS,EDT
^ACES-EU,ALPS CLEAN ENERGY ETF ESTIMATED,USD,us_market,ASE,EDT
^ACES-IV,ALPS CLEAN ENERGY ETF INTRADAY ,USD,us_market,ASE,EDT
^ACES-NV,ALPS CLEAN ENERGY ETF NET ASSET,USD,us_market,ASE,EDT
^ACES-TC,ALPS CLEAN ENERGY ETF TOTAL CAS,USD,us_market,ASE,EDT
^ACIO-IV,ETF SERIES SOLUTIONS APTUS COLL,USD,us_market,ASE,EDT
^ACSG-EU,XTRACKERS MSCI ACWI EX USA ESG ,USD,us_market,ASE,EDT
^ACSG-IV,XTRACKERS MSCI ACWI EX USA ESG ,USD,us_market,ASE,EDT
^ACSG-NV,XTRACKERS MSCI ACWI EX USA ESG ,USD,us_market,ASE,EDT
^ACSG-TC,XTRACKERS MSCI ACWI EX USA ESG ,USD,us_market,ASE,EDT
^ACSI-IV,American Customer Satisfaction ,USD,us_market,ASE,EDT
^ACVF-EU,AMERICAN CONSERVATIVE VALUES ET,USD,us_market,ASE,EDT
^ACVF-IV,AMERICAN CONSERVATIVE VALUES ET,USD,us_market,ASE,EDT
^ACVF-NV,AMERICAN CONSERVATIVE VALUES ET,USD,us_market,ASE,EDT
^ACVF-TC,AMERICAN CONSERVATIVE VALUES ET,USD,us_market,ASE,EDT
^ACWF-EU,iShares Edge MSCI Multifactor G,USD,us_market,ASE,EDT
^ACWF-IV,iShares Edge MSCI Multifactor G,USD,us_market,ASE,EDT
^ACWF-NV,iShares Edge MSCI Multifactor G,USD,us_market,ASE,EDT
^ACWF-TC,iShares Edge MSCI Multifactor G,USD,us_market,ASE,EDT
^ACWV-EU,iShares Edge MSCI Min Volatilit,USD,us_market,ASE,EDT
^ACWV-IV,iShares Edge MSCI Min Volatilit,USD,us_market,ASE,EDT
^ACWV-NV,iShares Edge MSCI Min Volatilit,USD,us_market,ASE,EDT
^ACWV-TC,iShares Edge MSCI Min Volatilit,USD,us_market,ASE,EDT
^ADIV-EU,SMARTETFS ASIA PACIFIC DIVIDEND,USD,us_market,ASE,EDT
^ADIV-NV,SMARTETFS ASIA PACIFIC DIVIDEND,USD,us_market,ASE,EDT
^ADIV-TC,SMARTETFS ASIA PACIFIC DIVIDEND,USD,us_market,ASE,EDT
^ADME-IV,APTUS DRAWDOWN MANAGED EQUITY E,USD,us_market,ASE,EDT
^ADOW,The Asia Dow (USD),USD,us_market,DJI,EDT
^ADOWA,The Asia Dow (AUD),AUD,us_market,DJI,EDT
^ADOWE,The Asia Dow (EUR),EUR,us_market,DJI,EDT
^ADOWJ,The Asia Dow (JPY),JPY,us_market,DJI,EDT
^ADR,NYSE Arca International Market ,USD,us_market,NYS,EDT
^ADZ-IV,DB Agriculture Short ETN (Intra,USD,us_market,ASE,EDT
^ADZ-NV,DB Agriculture Short ETN due Ap,USD,us_market,ASE,EDT
^ADZ-RP,DB Agriculture Short ETN,USD,us_market,ASE,EDT
^AEDW,Alerian Midstream Energy Divide,USD,us_market,SNP,EDT
^AEDWN,Alerian Midstream Energy Divide,USD,us_market,SNP,EDT
^AEDWT,Alerian Midstream Energy Divide,USD,us_market,SNP,EDT
^AEIPR,American Energy Independence Pr,USD,us_market,SNP,EDT
^AEITR,American Energy Independence To,USD,us_market,SNP,EDT
^AESR-IV,TWO RDS SHARED TRUST ANFIELD US,USD,us_market,ASE,EDT
^AEX,AEX-INDEX,EUR,nl_market,AMS,CEST
^AFIF-IV,Anfield Universal Fixed Income ,USD,us_market,ASE,EDT
^AFK-EU,VanEck Vectors Africa Index ETF,USD,us_market,ASE,EDT
^AFK-IV,VanEck Vectors Africa Index ETF,USD,us_market,ASE,EDT
^AFK-NV,VanEck Vectors Africa Index ETF,USD,us_market,ASE,EDT
^AFK-TC,VanEck Vectors Africa Index ETF,USD,us_market,ASE,EDT
^AFLG-EU,First Trust Active Factor Large,USD,us_market,ASE,EDT
^AFLG-IV,First Trust Active Factor Large,USD,us_market,ASE,EDT
^AFLG-NV,First Trust Active Factor Large,USD,us_market,ASE,EDT
^AFLG-TC,First Trust Active Factor Large,USD,us_market,ASE,EDT
^AFLI,S&P/ASX 50,AUD,au_market,ASX,AEST
^AFSM-EU,First Trust Active Factor Small,USD,us_market,ASE,EDT
^AFSM-IV,First Trust Active Factor Small,USD,us_market,ASE,EDT
^AFSM-NV,First Trust Active Factor Small,USD,us_market,ASE,EDT
^AFSM-TC,First Trust Active Factor Small,USD,us_market,ASE,EDT
^AFTY-EU,Pacer CSOP FTSE China A50 ETF E,USD,us_market,ASE,EDT
^AFTY-IV,Pacer CSOP FTSE China A50 ETF I,USD,us_market,ASE,EDT
^AFTY-NV,Pacer CSOP FTSE China A50 ETF N,USD,us_market,ASE,EDT
^AFTY-TC,Pacer CSOP FTSE China A50 ETF T,USD,us_market,ASE,EDT
^AGA-RP,DB Agriculture Double Short ETN,USD,us_market,NYS,EDT
^AGG-IV,ISHARES LEHMAN AGGREGATE BOND F,USD,us_market,ASE,EDT
^AGGY-EU,WisdomTree Yield Enhanced U.S. ,USD,us_market,ASE,EDT
^AGGY-NV,WisdomTree Yield Enhanced U.S. ,USD,us_market,ASE,EDT
^AGGY-TC,WisdomTree Yield Enhanced U.S. ,USD,us_market,ASE,EDT
^AGIXL,Ardour Global Index Extra Liqui,USD,us_market,NYS,EDT
^AGIXLE,Ardour Global Index Extra Liqui,EUR,us_market,NYS,EDT
^AGIXLET,Ardour Global Index Extra Liqui,EUR,us_market,NYS,EDT
^AGIXLT,Ardour Global Index Extra Liqui,USD,us_market,NYS,EDT
^AGNG-EU,,USD,us_market,ASE,EDT
^AGNG-IV,,USD,us_market,ASE,EDT
^AGNG-NV,,USD,us_market,ASE,EDT
^AGNG-TC,,USD,us_market,ASE,EDT
^AGQ-EU,ProShares Ultra Silver (Estimat,USD,us_market,ASE,EDT
^AGQ-IV,ProShares Ultra Silver (Intrada,USD,us_market,ASE,EDT
^AGQ-NV,ProShares Ultra Silver (Net Ass,USD,us_market,ASE,EDT
^AGQ-TC,ProShares Ultra Silver (Total C,USD,us_market,ASE,EDT
^AGRI,S-Net ITG Agriculture Index (US,USD,us_market,NYS,EDT
^AGRIE,S-Net ITG Agriculture Index (EU,EUR,us_market,NYS,EDT
^AGRIET,S-Net ITG Agriculture Net Total,EUR,us_market,NYS,EDT
^AGRIETG,S-Net ITG Agriculture Total Ret,EUR,us_market,NYS,EDT
^AGRIT,S-Net ITG Agriculture Net Total,USD,us_market,NYS,EDT
^AGRITG,S-Net ITG Agriculture Total Ret,USD,us_market,NYS,EDT
^AGT-EU,iShares MSCI Argentina Global E,USD,us_market,ASE,EDT
^AGT-IV,iShares MSCI Argentina Global E,USD,us_market,ASE,EDT
^AGT-NV,iShares MSCI Argentina Global E,USD,us_market,ASE,EDT
^AGT-TC,iShares MSCI Argentina Global E,USD,us_market,ASE,EDT
^AGZ-EU,iShares Barclays Agency (Estima,USD,us_market,ASE,EDT
^AGZ-IV,iShares Barclays Agency (Intrad,USD,us_market,ASE,EDT
^AGZ-NV,iShares Barclays Agency (Net As,USD,us_market,ASE,EDT
^AGZ-TC,iShares Barclays Agency (Total ,USD,us_market,ASE,EDT
^AIEQ-EU,AI Powered Equity ETF(Estimated,USD,us_market,ASE,EDT
^AIEQ-IV,AI Powered Equity ETF(Intraday ,USD,us_market,ASE,EDT
^AIEQ-NV,AI Powered Equity ETF(net asset,USD,us_market,ASE,EDT
^AIEQ-TC,AI Powered Equity ETF(Total Cas,USD,us_market,ASE,EDT
^AIIQ-EU,AI Powered International Equity,USD,us_market,ASE,EDT
^AIIQ-IV,AI Powered International Equity,USD,us_market,ASE,EDT
^AIIQ-NV,AI Powered International Equity,USD,us_market,ASE,EDT
^AIIQ-TC,AI Powered International Equity,USD,us_market,ASE,EDT
^AIMPRI,AIMatters Business Model Index,USD,us_market,SNP,EDT
^AIQ-EU,Global X Future Analytics Tech ,USD,us_market,ASE,EDT
^AIQ-IV,Global X Future Analytics Tech ,USD,us_market,ASE,EDT
^AIQ-NV,Global X Future Analytics Tech ,USD,us_market,ASE,EDT
^AIQ-TC,Global X Future Analytics Tech ,USD,us_market,ASE,EDT
^ALFA-EU,AlphaClone Alternative Alpha ET,USD,us_market,ASE,EDT
^ALFA-IV,AlphaClone Alternative Alpha ET,USD,us_market,ASE,EDT
^ALFA-NV,AlphaClone Alternative Alpha ET,USD,us_market,ASE,EDT
^ALFA-TC,AlphaClone Alternative Alpha ET,USD,us_market,ASE,EDT
^ALTL-EU,Pacer Lunt Large Cap Alternator,USD,us_market,ASE,EDT
^ALTL-IV,Pacer Lunt Large Cap Alternator,USD,us_market,ASE,EDT
^ALTL-NV,Pacer Lunt Large Cap Alternator,USD,us_market,ASE,EDT
^ALTL-TC,Pacer Lunt Large Cap Alternator,USD,us_market,ASE,EDT
^ALTS-IV,ProShares Morningstar Alternati,USD,us_market,ASE,EDT
^ALTS-NV,ProShares Morningstar Alternati,USD,us_market,ASE,EDT
^ALTS-TC,ProShares Morningstar Alternati,USD,us_market,ASE,EDT
^ALTY-EU,Global X SuperDividend Alternat,USD,us_market,ASE,EDT
^ALTY-IV,Global X SuperDividend Alternat,USD,us_market,ASE,EDT
^ALTY-NV,Global X SuperDividend Alternat,USD,us_market,ASE,EDT
^ALTY-TC,Global X SuperDividend Alternat,USD,us_market,ASE,EDT
^AMBOR30,,USD,us_market,WCB,EDT
^AMBOR30T,,USD,us_market,WCB,EDT
^AMBOR90,,USD,us_market,WCB,EDT
^AMBOS,,USD,us_market,WCB,EDT
^AMBOX,,USD,us_market,WCB,EDT
^AMBRS,,USD,us_market,WCB,EDT
^AMBRX,,USD,us_market,WCB,EDT
^AMBTS,,USD,us_market,WCB,EDT
^AMBTX,,USD,us_market,WCB,EDT
^AMBWS,,USD,us_market,WCB,EDT
^AMBWX,,USD,us_market,WCB,EDT
^AMCC,,USD,us_market,SNP,EDT
^AMCCN,,USD,us_market,SNP,EDT
^AMCCT,,USD,us_market,SNP,EDT
^AMCS,Alerian Energy Infrastructure C,USD,us_market,SNP,EDT
^AMCSX,Alerian Energy Infrastructure C,USD,us_market,SNP,EDT
^AMDW,Alerian MLP Infrastructure Divi,USD,us_market,SNP,EDT
^AMDWN,Alerian MLP Infrastructure Divi,USD,us_market,SNP,EDT
^AMDWT,Alerian MLP Infrastructure Divi,USD,us_market,SNP,EDT
^AMEI,Alerian Midstream Energy Select,USD,us_market,SNP,EDT
^AMEIX,Alerian Midstream Energy Select,USD,us_market,SNP,EDT
^AMERIBOR,,USD,us_market,WCB,EDT
^AMERIBOR30P,,USD,us_market,WCB,EDT
^AMERMANP,,USD,us_market,SNP,EDT
^AMJ-IV,JP Morgan Chase  and  Co (Intra,USD,us_market,ASE,EDT
^AMLP-EU,Alerian MLP (Estimated Cash Amo,USD,us_market,ASE,EDT
^AMLP-IV,Alerian MLP (Intraday Value),USD,us_market,ASE,EDT
^AMLP-NV,Alerian MLP (Net Asset Value),USD,us_market,ASE,EDT
^AMLP-TC,Alerian MLP (Total Cash Amount ,USD,us_market,ASE,EDT
^AMNA-IV,ETRACS Alerian Midstream Energy,USD,us_market,ASE,EDT
^AMNA,Alerian Midstream Energy Index,USD,us_market,SNP,EDT
^AMNAN,ETRACS Alerian Midstream Energy,USD,us_market,SNP,EDT
^AMNAX,Alerian Midstream Energy Total ,USD,us_market,SNP,EDT
^AMND-IV,ETRACS ALERIAN MIDSTREAM ENERGY,USD,us_market,ASE,EDT
^AMNTR,,USD,us_market,SNP,EDT
^AMOM-EU,QRAFT AI-Enhanced U.S. Large Ca,USD,us_market,ASE,EDT
^AMOM-IV,QRAFT AI-Enhanced U.S. Large Ca,USD,us_market,ASE,EDT
^AMOM-NV,QRAFT AI-Enhanced U.S. Large Ca,USD,us_market,ASE,EDT
^AMOM-TC,QRAFT AI-Enhanced U.S. Large Ca,USD,us_market,ASE,EDT
^AMTR-NV,UBS AG ETF NET ASSET VALUE,USD,us_market,ASE,EDT
^AMUB-IV,ETRACS Alerian MLP Index ETN Se,USD,us_market,ASE,EDT
^AMUS,Alerian US Midstream Energy Ind,USD,us_market,SNP,EDT
^AMUSX,Alerian US Midstream Energy Tot,USD,us_market,SNP,EDT
^AMX,AMX-INDEX,EUR,nl_market,AMS,CEST
^AMZ,ALERIAN MLP INDEX,USD,us_market,NYS,EDT
^AMZA-EU,InfraCap MLP ETF,USD,us_market,ASE,EDT
^AMZA-IV,InfraCap MLP ETF,USD,us_market,ASE,EDT
^AMZA-NV,InfraCap MLP ETF,USD,us_market,ASE,EDT
^AMZA-TC,InfraCap MLP ETF,USD,us_market,ASE,EDT
^AMZE,Alerian MLP Equal Weight Index,USD,us_market,SNP,EDT
^AMZEX,Alerian MLP Equal Weight Total ,USD,us_market,SNP,EDT
^AMZI,New York Stock Exchange NYSE In,USD,us_market,NYS,EDT
^AMZIVWAP,ALERIAN MLP INFRA STRUCTURE IND,USD,us_market,NYS,EDT
^AMZIX,Alerian MLP Infrastructure Inde,USD,us_market,NYS,EDT
^AMZVWAP,Alerian MLP Index VWAP Level,USD,us_market,NYS,EDT
^AMZX,ALERIAN MLP INDEX TRUST,USD,us_market,NYS,EDT
^ANEW-EU,PROSHARES MSCI TRANSFORMATIONAL,USD,us_market,ASE,EDT
^ANEW-IV,PROSHARES MSCI TRANSFORMATIONAL,USD,us_market,ASE,EDT
^ANEW-NV,PROSHARES MSCI TRANSFORMATIONAL,USD,us_market,ASE,EDT
^ANEW-TC,PROSHARES MSCI TRANSFORMATIONAL,USD,us_market,ASE,EDT
^ANGI,Alerian Natural Gas MLP Index,USD,us_market,NYS,EDT
^AOA-EU,iShares S&P Aggressive Allocati,USD,us_market,ASE,EDT
^AOA-IV,iShares S&P Aggressive Allocati,USD,us_market,ASE,EDT
^AOA-NV,iShares S&P Aggressive Allocati,USD,us_market,ASE,EDT
^AOA-TC,iShares S&P Aggressive Allocati,USD,us_market,ASE,EDT
^AOK-EU,iShares S&P Conservative Alloca,USD,us_market,ASE,EDT
^AOK-IV,iShares S&P Conservative Alloca,USD,us_market,ASE,EDT
^AOK-NV,iShares S&P Conservative Alloca,USD,us_market,ASE,EDT
^AOK-TC,iShares S&P Conservative Alloca,USD,us_market,ASE,EDT
^AOM-EU,iShares S&P Moderate Allocation,USD,us_market,ASE,EDT
^AOM-IV,iShares S&P Moderate Allocation,USD,us_market,ASE,EDT
^AOM-NV,iShares S&P Moderate Allocation,USD,us_market,ASE,EDT
^AOM-TC,iShares S&P Moderate Allocation,USD,us_market,ASE,EDT
^AOR-EU,iShares S&P Growth Allocation F,USD,us_market,ASE,EDT
^AOR-IV,iShares S&P Growth Allocation F,USD,us_market,ASE,EDT
^AOR-NV,iShares S&P Growth Allocation F,USD,us_market,ASE,EDT
^AOR-TC,iShares S&P Growth Allocation F,USD,us_market,ASE,EDT
^AORD,ALL ORDINARIES,AUD,au_market,ASX,AEST
^AOXFL,S&P/ASX 50 OPIC,AUD,au_market,ASX,AEST
^AOXJO,S&P/ASX 200 OPIC,AUD,au_market,ASX,AEST
^AOXJR,S&P/ASX Resources OPIC,AUD,au_market,ASX,AEST
^AOXJT,S&P/ASX 200 GROSS TR OPIC,AUD,au_market,ASX,AEST
^AOXPJ,S&P/ASX 200 A-REIT OPIC,AUD,au_market,ASX,AEST
^AOXXJ,S&P/ASX Fins-x-AREIT OPIC,AUD,au_market,ASX,AEST
^APRZ-IV,,USD,us_market,ASE,EDT
^ARCM-IV,Arrow Reserve Capital Managemen,USD,us_market,ASE,EDT
^ARGT-EU,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ARGT-IV,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ARGT-NV,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ARGT-TC,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ARKF-EU,ARK Fintech Innovation ETF Esti,USD,us_market,ASE,EDT
^ARKF-IV,ARK Fintech Innovation ETF Intr,USD,us_market,ASE,EDT
^ARKF-NV,ARK Fintech Innovation ETF Net ,USD,us_market,ASE,EDT
^ARKF-TC,ARK Fintech Innovation ETF Tota,USD,us_market,ASE,EDT
^ARKG-EU,ARK Genomic Revolution Multi-Se,USD,us_market,ASE,EDT
^ARKG-IV,ARK Genomic Revolution Multi-Se,USD,us_market,ASE,EDT
^ARKG-NV,ARK Genomic Revolution Multi-Se,USD,us_market,ASE,EDT
^ARKG-TC,ARK Genomic Revolution Multi-Se,USD,us_market,ASE,EDT
^ARKK-EU,ARK Innovation ETF,USD,us_market,ASE,EDT
^ARKK-IV,ARK Innovation ETF,USD,us_market,ASE,EDT
^ARKK-NV,ARK Innovation ETF,USD,us_market,ASE,EDT
^ARKK-TC,ARK Innovation ETF,USD,us_market,ASE,EDT
^ARKQ-EU,ARK Autonomous Technology and R,USD,us_market,ASE,EDT
^ARKQ-IV,ARK Autonomous Technology and R,USD,us_market,ASE,EDT
^ARKQ-NV,ARK Autonomous Technology and R,USD,us_market,ASE,EDT
^ARKQ-TC,ARK Autonomous Technology and R,USD,us_market,ASE,EDT
^ARKW-EU,ARK Next Generation Internet ET,USD,us_market,ASE,EDT
^ARKW-IV,ARK Next Generation Internet ET,USD,us_market,ASE,EDT
^ARKW-NV,ARK Next Generation Internet ET,USD,us_market,ASE,EDT
^ARKW-TC,ARK Next Generation Internet ET,USD,us_market,ASE,EDT
^ARKX-IV,,USD,us_market,ASE,EDT
^ARMR-EU,Armor US Equity Index ETF Estim,USD,us_market,ASE,EDT
^ARMR-IV,Armor US Equity Index ETF Intra,USD,us_market,ASE,EDT
^ARMR-NV,Armor US Equity Index ETF Net A,USD,us_market,ASE,EDT
^ARMR-TC,Armor US Equity Index ETF Total,USD,us_market,ASE,EDT
^ARMRT,Armor US Equity Total Return In,USD,us_market,NYS,EDT
^ARMRX,Armor US Equity Price Return In,USD,us_market,NYS,EDT
^ASEA-EU,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ASEA-IV,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ASEA-NV,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ASEA-TC,Global X FTSE Southeast Asia ET,USD,us_market,ASE,EDT
^ASHR-EU,Xtrackers Harvest CSI 300 China,USD,us_market,ASE,EDT
^ASHR-IV,Xtrackers Harvest CSI 300 China,USD,us_market,ASE,EDT
^ASHR-NV,Xtrackers Harvest CSI 300 China,USD,us_market,ASE,EDT
^ASHR-TC,Xtrackers Harvest CSI 300 China,USD,us_market,ASE,EDT
^ASHS-EU,Xtrackers Harvest CSI 500 China,USD,us_market,ASE,EDT
^ASHS-IV,Xtrackers Harvest CSI 500 China,USD,us_market,ASE,EDT
^ASHS-NV,Xtrackers Harvest CSI 500 China,USD,us_market,ASE,EDT
^ASHS-TC,Xtrackers Harvest CSI 500 China,USD,us_market,ASE,EDT
^ASHX-EU,Xtrackers MSCI China A Inclusio,USD,us_market,ASE,EDT
^ASHX-IV,Xtrackers MSCI China A Inclusio,USD,us_market,ASE,EDT
^ASHX-NV,Xtrackers MSCI China A Inclusio,USD,us_market,ASE,EDT
^ASHX-TC,Xtrackers MSCI China A Inclusio,USD,us_market,ASE,EDT
^ASPY-EU,ASYMshares ASYMmetric 500 ETF E,USD,us_market,ASE,EDT
^ASPY-IV,,USD,us_market,ASE,EDT
^ASPY-NV,ASYMshares ASYMmetric 500 ETF N,USD,us_market,ASE,EDT
^ASPY-TC,ASYMshares ASYMmetric 500 ETF T,USD,us_market,ASE,EDT
^ATDOW,Dow Jones Austria Index,EUR,us_market,DJI,EDT
^ATDOWD,Dow Jones Austria Index (USD),USD,us_market,DJI,EDT
^ATFV-EU,ALGER 35 ETF ESTIMATED CASH,USD,us_market,ASE,EDT
^ATFV-IV,ALGER 35 ETF INTRADAY VALUE,USD,us_market,ASE,EDT
^ATFV-NV,ALGER 35 ETF NET ASSET VALUE,USD,us_market,ASE,EDT
^ATFV-TC,ALGER 35 ETF TOTAL CASH,USD,us_market,ASE,EDT
^ATLI,S&P/ASX 20,AUD,au_market,ASX,AEST
^ATMP-AD,Barclays ETN Plus Select MLP,USD,us_market,NYS,EDT
^ATMP-AF,Barclays ETN Plus Select MLP,USD,us_market,ASE,EDT
^ATMP-CV,Barclays ETN+ Select MLP ETN,USD,us_market,ASE,EDT
^ATMP-IV,Barclays ETN Plus Select MLP,USD,us_market,ASE,EDT
^ATMPRD-NV,Barclays ETN Plus Select MLP,USD,us_market,ASE,EDT
^ATOI,S&P/ASX 100,AUD,au_market,ASX,AEST
^ATX,Austrian Traded Index in EUR,EUR,at_market,VIE,CEST
^ATX5,ATX five in EUR,EUR,at_market,VIE,CEST
^ATXPRIME,ATX Prime in EUR,EUR,at_market,VIE,CEST
^ATXR,S&P CoreLogic Case-Shiller Atla,USD,us_market,SNP,EDT
^ATXS,ATX Settlement Price Index,EUR,at_market,VIE,CEST
^AUDOWD,Dow Jones Australia Index (USD),USD,us_market,DJI,EDT
^AUM,ISE Australian Dollar in USD FX,USD,us_market,NIM,EDT
^AUSF-EU,Global X Adaptive U.S. Factor E,USD,us_market,ASE,EDT
^AUSF-IV,Global X Adaptive U.S. Factor E,USD,us_market,ASE,EDT
^AUSF-NV,Global X Adaptive U.S. Factor E,USD,us_market,ASE,EDT
^AUSF-TC,Global X Adaptive U.S. Factor E,USD,us_market,ASE,EDT
^AUX,IND ISEFX Australian Dollar,USD,us_market,NIM,EDT
^AVDE-EU,Avantis International Equity ET,USD,us_market,ASE,EDT
^AVDE-IV,Avantis International Equity ET,USD,us_market,ASE,EDT
^AVDE-NV,Avantis International Equity ET,USD,us_market,ASE,EDT
^AVDE-TC,Avantis International Equity ET,USD,us_market,ASE,EDT
^AVDV-EU,Avantis International Small Cap,USD,us_market,ASE,EDT
^AVDV-IV,Avantis International Small Cap,USD,us_market,ASE,EDT
^AVDV-NV,Avantis International Small Cap,USD,us_market,ASE,EDT
^AVDV-TC,Avantis International Small Cap,USD,us_market,ASE,EDT
^AVEM-EU,Avantis Emerging Markets Equity,USD,us_market,ASE,EDT
^AVEM-IV,Avantis Emerging Markets Equity,USD,us_market,ASE,EDT
^AVEM-NV,Avantis Emerging Markets Equity,USD,us_market,ASE,EDT
^AVEM-TC,Avantis Emerging Markets Equity,USD,us_market,ASE,EDT
^AVGRNTSP,,USD,us_market,WCB,EDT
^AVIG-EU,AVANTIS CORE FIXED INCOME ETF E,USD,us_market,ASE,EDT
^AVIG-IV,AVANTIS CORE FIXED INCOME ETF I,USD,us_market,ASE,EDT
^AVIG-NV,AVANTIS CORE FIXED INCOME ETF N,USD,us_market,ASE,EDT
^AVIG-TC,AVANTIS CORE FIXED INCOME ETF T,USD,us_market,ASE,EDT
^AVMU-EU,AVANTIS CORE MUNICIPAL FIXED IN,USD,us_market,ASE,EDT
^AVMU-IV,AVANTIS CORE MUNICIPAL FIXED IN,USD,us_market,ASE,EDT
^AVMU-NV,AVANTIS CORE MUNICIPAL FIXED IN,USD,us_market,ASE,EDT
^AVMU-TC,AVANTIS CORE MUNICIPAL FIXED IN,USD,us_market,ASE,EDT
^AVSF-EU,AVANTIS SHORT-TERM FIXED INCOME,USD,us_market,ASE,EDT
^AVSF-IV,AVANTIS SHORT-TERM FIXED INCOME,USD,us_market,ASE,EDT
^AVSF-NV,AVANTIS SHORT-TERM FIXED INCOME,USD,us_market,ASE,EDT
^AVSF-TC,AVANTIS SHORT-TERM FIXED INCOME,USD,us_market,ASE,EDT
^AVT5EQTB,,USD,us_market,WCB,EDT
^AVT5ETTB,,USD,us_market,WCB,EDT
^AVUS-EU,Avantis U.S. Equity ETF Estimat,USD,us_market,ASE,EDT
^AVUS-IV,Avantis U.S. Equity ETF Intrada,USD,us_market,ASE,EDT
^AVUS-NV,Avantis U.S. Equity ETF Net Ass,USD,us_market,ASE,EDT
^AVUS-TC,Avantis U.S. Equity ETF Total C,USD,us_market,ASE,EDT
^AVUV-EU,Avantis U.S. Small Cap Value ET,USD,us_market,ASE,EDT
^AVUV-IV,Avantis U.S. Small Cap Value ET,USD,us_market,ASE,EDT
^AVUV-NV,Avantis U.S. Small Cap Value ET,USD,us_market,ASE,EDT
^AVUV-TC,Avantis U.S. Small Cap Value ET,USD,us_market,ASE,EDT
^AWAY-EU,ETFMG Travel Tech ETF Estimated,USD,us_market,ASE,EDT
^AWAY-IV,ETFMG Travel Tech ETF Intraday ,USD,us_market,ASE,EDT
^AWAY-NV,ETFMG Travel Tech ETF Net Asset,USD,us_market,ASE,EDT
^AWAY-TC,ETFMG Travel Tech ETF Total Cas,USD,us_market,ASE,EDT
^AWTM-EU,Aware Ultra Short Duration Enha,USD,us_market,ASE,EDT
^AWTM-NV,Aware Ultra Short Duration Enha,USD,us_market,ASE,EDT
^AWTM-TC,Aware Ultra Short Duration Enha,USD,us_market,ASE,EDT
^AXAE,S&P/ASX 200 EQ WEIGHT,AUD,au_market,ASX,AEST
^AXAF,S&P/ASX ALL AUSTRALIAN 50,AUD,au_market,ASX,AEST
^AXAT,S&P/ASX ALL AUSTRALIAN 200,AUD,au_market,ASX,AEST
